,input,response,output,f1score
154,"11月5日电，2022年11月4日，百润股份接受来自国海证券等5家机构的调研，本次调研采取特定对象调研的形式，会上董秘 耿涛,证代 唐佳杰回答了相关问题：    第一:公司情况介绍    董秘简要介绍公司经营情况。    第二:问答阶段:    Q:公司预调鸡尾酒业务第三季度销售情况如何?    A:进入第三季度后,预调鸡尾酒业务呈逐月恢复态势,管理层对产品线发展持乐观态度,对公司业务长期增长也有足够信心。    Q:公司第三季度营销费用上升明显的原因是什么?    A:2022年上半年,公司代言人官宣计划等宣传推广活动因疫情推迟,仅对公众进行了有限的宣发。进入第三季度后,公司生产经营基本恢复正常,暂缓的传播计划重新启动,线上线下多项营销活动落地,故第三季度销售费用有所增加。Q:公司强爽系列产品的销售情况如何?    A:RIO(锐澳)强爽现有8度系列和9度0糖系列。经过持续的口味升级和包装升级,消费者对强爽系列产品的接受度逐步提升。强爽系列产品主要针对高频饮酒人群,产品黏性较强,复购率较高,近期,强爽系列产品关注度持续上升,销售增速较快。    Q:面对低酒精度赛道未来的竞争,公司有哪些应对策略?    A:低酒精度产品市场容量正在不断扩充,优秀竞争企业的进入,有利于消费者的培养与市场的发展。公司将不断加强自身核心竞争力建设,持续巩固全产业链布局优势、品牌影响优势、研发创新优势、品质保障优势,保障和促进公司长期健康的发展。    Q:公司调整股权激励计划是出于什么考虑?    A:公司调整本激励计划是综合考虑了宏观经济环境、行业发展状况、市场竞争情况及公司实际经营情况等因素,同时重点考虑了激励计划后续实施的可操作性,平衡考核目标值和公司期望值,稳定助推中长期目标的实现。调整后的限售期、解除限售安排、公司层面业绩考核要求、限制性股票会计处理及对公司业绩的影响更能体现出公司实施股权激励计划兼顾约束性和激励性的原则以及收益与贡献对等的理念,有效地将股东、公司和激励对象三方利益结合在一起,更好的吸引外部人才,激励公司核心团队。","金融市场, 股票市场, A股",API Error,0
155,    12月12日电，印度总理办公室称，莫迪的个人推特账号目前暂时被盗，已进入保护模式，并提醒人们忽略在此期间该账号发布的任何内容。值得注意的是，莫迪相关账号被盗事件，去年也曾发生过。据《今日印度》报道，2020年9月，印度总理莫迪个人网站的官方推特账号“narendramodi_in”被一个自称“约翰·威克”( John Wick)的黑客组织入侵，发布了大量推文，呼吁人们使用加密货币给救济基金“捐款”。,"宏观, 经济金融政策, 国家政策, 政府官员",API Error,0
156,    【万孚生物：全自动核酸扩增分析系统、血栓弹力图仪取得产品注册证书】3月15日电，万孚生物公告，全自动核酸扩增分析系统、血栓弹力图仪取得产品注册证书。,"行业, 行业竞争, 行业技术, 技术突破",API Error,0
157,港资11月4日，净卖出7.21万股，约86.31万元，减持比例：0.01%，成交占比：0.47%，持股比例：3.564%，1个交易日减持，近5个交易日比例变化：46.872%，近22个交易日比例变化：80.782%，近66个交易日比例变化：18.066%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
158,港资8月26日，净卖出3.99万股，约617.89万元，减持比例：0.01%，成交占比：0.473%，持股比例：5.931%，连续2个交易日减持，近5个交易日比例变化：-2.48%，近22个交易日比例变化：35.578%，近66个交易日比例变化：21.526%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
159,港资10月27日，净卖出208.89万股，约2903.01万元，减持比例：0.28%，成交占比：5.432%，持股比例：0.66%，连续2个交易日减持，近5个交易日比例变化：-27.355%，近22个交易日比例变化：-46.707%，近66个交易日比例变化：-11.359%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
160,    买房是件大事，也是件喜事可西安的王先生好不容易盼来收房却高兴不起来为了房子问题已经折腾了近一年这是咋回事儿呢？2017年，王先生在西安西郊紫薇西棠花了将近90万元买下这套房子，去年8月王先生来收房的时候，发现房子的次卧室窗户外面被木板封死，不透光、不透气，形同虚设。    王先生：“我当时就问他们工作人员，他们说就是那样，我说那这房子我没办法收，但是所有手续已经办完了。”王先生说，是单元楼的门楼设计完全挡住了他家次卧的窗子，当初因为工作人员表示房屋竣工验收合格、没有问题，他才同意先收房再看房，压根儿没想到会遇到这样的事儿。    而这栋楼其他三个单元都存在这一问题，他们4家住户为这事儿已经和开发商磨了快一年的嘴皮子了。    王先生：“领导刚开始的意思说把房子的钱赔给我，但是这房子没办法住，他说不行了给换到二期，我说可以，然后一直到现在，都快一年了，还是没解决。    ”王先生不明白，这房子当初是怎么合格验收的，业主在买房子和收房之前也没有被明确告知，这样的新房子谁住着会心里舒坦呢？随后，记者联系到了开发商西安紫峪置业有限公司一位姓王的工作人员，对方表示，他们一直在积极协调处理此事，可一直没能达成一致。    对于王先生的遭遇，记者也咨询了律师。,"公司, 经营异常",API Error,0
161,党的二十大报告提出，“必须坚持科技是第一生产力、人才是第一资源、创新是第一动力”，这为激发创新创业创造活力，指明了前进方向。日前，位于武清万达广场的闲鱼折扣店开业了，2500平方米的占地面积、琳琅满目的各色产品……受到一大批淘友的好评。店铺负责人介绍说，店铺顺利开业得益于区人社局的帮助。 今年以来，武清用心用情用力深入推进各项创业工作提质增效，全面提升创业服务水平和服务质量，不断深化“创业担保贷款+创业培训+孵化载体”帮扶机制，落实各项创业扶持政策为创业者“兜底”，实施对各类重点创业群体分类帮扶、精细援助和全程服务，形成系统支持创新创业的良好局面，取得较好成效。想创业和扩大生产规模，资金“卡脖子”怎么办？创业担保贷款无疑是破解这一难题的利好政策。区人社局主动对接创业者和小微企业，了解创业者在融资过程中的难点问题，通过扩大担保范围、提高贷款额度、简化贷款手续等多种方式降低申请门槛，让更多的创业者享受到惠民资金的扶持。今年年初，区人社局在走访天津金典拍拍科技有限公司过程中，了解到该企业是阿里巴巴在国内的主要服务商，承接阿里平台IT技术开发和闲鱼平台官方回收、质检鉴定等业务。目前企业发展遇到了瓶颈，需要拓展经营项目、增设实体门店，但存在缺少启动资金的问题。区人社局了解这一情况后，及时为该企业发放300万创业担保贷款。在获得资金支持后，该公司发展迅速，还组建了天津金典拍拍科创集团有限公司，实现企业经济效益同时，也释放出巨大的社会效益，带动就业人数持续增加。有了资金，创业者在创业初期又会遇上缺少经验、不了解市场、不懂营销、没有场地等一系列难题。创业孵化基地作为培养创业者的“摇篮”，能很好解决这些难题，为入驻企业提供场地服务、创业指导、政策咨询等全链条服务，实现“零费用拎包入驻”，全程指导帮扶，享受各项创业补贴。近年来，区人社局启动专项资金，成立工作专班，综合考虑创业者的不同需求，在创业总部基地建立以直播带货、网络助农为孵化重点的青创新媒体产业基地；在京滨工业园建立承接京津冀一体化服务、以实体生产制造行业为孵化重点的京津冀科技孵化基地；在国际企业社区建立以数码电商为孵化重点的金典拍拍孵化基地。目前，3家创业孵化基地运营良好，其中2家被市人社局认定为天津市创业孵化基地。走进青创新媒体产业基地，一间间宽敞明亮的孵化室设施一应俱全，成为青年创业者的“圆梦”乐园。“我大学毕业后回到家乡，接手了家里的传统绢花产业，为了更好的发展来到这里创业。是孵化基地帮助我们一路闯关、守业并创业成功。”天津虫洞文化传媒有限公司是一家入驻企业，经营项目为传统绢花生产销售。创业者陈洁通过孵化基地新媒体领域扶持帮助下，在抖音小店、快手、淘宝、拼多多等电商平台上均开设了网店，实现销售稳步增长。区人力社保局二级调研员（分管就业创业工作）施德广说：“为深入学习贯彻落实党的二十大‘完善促进创业带动就业的保障制度’等有关指示要求，区人社局组织干部职工进镇街、入乡村，邀请创业导师和行业专家为农村创业者、退役军人等重点群体开展创业培训；加大对个体工商户、农业项目、科技型企业创业担保贷款帮扶力度，为150余个创业项目发放担保贷款7186万元，带动就业600余人；新建创业孵化基地，吸纳65户企业入驻，带动就业180余人。区人社局将认真践行党的二十大精神，按照区委六届五次全会部署，继续加大创业扶持力度，以人社之‘为’助力构建‘3+1+1’工作体系，助力全区经济社会高质量发展、群众生活质量进一步提升。”,"行业, 行业政策, 政府支持",API Error,0
162,不知不觉又来到了十二月，这个代表Ending的月份。微博等社交平台已经频繁出现2020最后一个月的热词，很多人都在这个月份回顾国家和个人在这一年中的种种。不得不说，2020是坎坷与感动并存的一年，我们被突如其来的天灾人祸打击得猝不及防，同时也被在种种苦难中敢为人先，勇往直前和互相扶持的人深深打动。当全国开始了大范围内的降雪，圣诞季也随之而来，厚厚的积雪仿佛成了圣诞的欢迎仪式，与此同时，众多品牌也蓄势待发，打响了圣诞季营销的第一枪。圣诞节是西方的传统节日，当商场橱窗中立起了挂着五彩霓虹的圣诞树，品牌的营销狂欢节也开始了。然而在特殊的2020年，由于新冠疫情全球范围内的蔓延，绝大部分国家施行隔离封锁，欧美国家的经济状况也受到了一定程度上的影响，但经历了一整年的灰色时期，今年的圣诞季也备受人们重视，合家团聚和分享礼品必然成为必不可少的节日程序。线下受限，那么线上就一定是一片火热。有数据显示，在2020年第三财季，亚马逊净销售额达到961亿美元，同比增长37%左右，中国电商如“国际版淘宝”AliExpress、京东海外Joybuy等平台也参与其中，并深深受益。2020年的节日营销已经所剩无几，圣诞节作为西方的重要节日，自然不能被轻易“放过”，品牌主们都卯足了劲儿等待年底冲一冲业绩。首当其冲的要数汉堡王了，这个在中国“315”中受到重创的快餐品牌，此次紧紧抓住欧美市场，并从7月份就开始着手做起了圣诞营销。七月份第一波疫情稍稍减缓，人们慌乱的心暂时安稳下来，这个时节，市场无疑需要一场庆祝来为品牌们“充血”。于是美国和巴西的汉堡王把圣诞营销活动提前到7月份，社媒账号、AAP以及门店都换上了圣诞主题装扮，推出优惠，旨在希望2020年提早过完。迪士尼也值此拍摄了温馨短片，推出圣诞广告，视频主要讲述了一个温暖治愈的家庭故事。一位年迈的祖母在还是一个小女孩的时候收到了父亲送给她的圣诞礼物，如今，她要将这个收藏了多年的礼物送给她的孙女，然而祖孙俩的关系却不像以前那样亲密，祖母经常一人独居，生活十分冷淡孤寂。在最后，家中神奇的魔力将祖孙俩紧紧联系在一起，他们一起制作圣诞灯，仿佛回到了过去欢乐的日子，两个人的关系也更加紧密。一直以来，西方的圣诞都带着给予和爱的奉献的寓意，迪士尼的这只广告在特殊时期唤醒了人们对奉献和给予的初心，真正体现了圣诞节的意义。而近期在国内，国内外品牌也都开始了圣诞营销，在电商畅通无阻的现下，中国品牌都选择了通过KOL的种草推荐来向市场安利自己。比如宋茜早在10月21日就微博推送了和香奈儿合作的唇膏；angelababy也随后在微博动态中推送了DIOR的圣诞神秘礼盒系列。一直以来，在女性经济快速发展的现在，美妆品牌总是在各种关键的节日营销节点上扮演着重要的角色。当圣诞即将来临，以麋鹿、圣诞树、圣诞老人等为主题的妆容和主题彩妆产品开始在电商平台上活跃起来。既然是圣诞季，品牌的造势海报自然也是少了。在广告里开车的老司机杜蕾斯，这次又开始耍起了新花样，具体这车开的如何，可以细细品……以“走心文案”取胜的江小白，又在圣诞节走起了文艺风，打着情感牌。肛泰用肛泰贴堆起了圣诞树。品牌们都在圣诞营销上用出了全力，在疫情的影响下，寒冬中的节日则更显弥足珍贵，这是品牌营销的最佳时机，也是品牌通过营销活动凝聚市场，让消费者感受品牌温度的机会。,"宏观, 社会, 消费",API Error,0
163,    近日，泸州银行公告称，董事会批准委任刘仕荣为行长。    据了解，刘仕荣现年55岁，持有泸州银行13017股股份，于1997年10月加入泸州银行，一路从基层支行干到高管。刘仕荣自2010年2月起担任泸州银行董事，自2012年12月起担任董事会秘书，自2016年5月起一直担任副行长，并于2019年9月起负责全行常务工作。    资料显示，刘仕荣于1985年7月毕业于中国泸州财贸学校财务与会计专业，其通过会计专业专科自学考试并于1989年6月获中国四川省西南财经大学批准毕业，于2001年12月毕业于中国中共中央党校函授学院经济管理专业(通过函授学习)。    今年6月7日，泸州银行公告称，徐先忠因“个人原因”，辞去泸州银行执行董事、行长等行内一切职务。徐先忠现年51岁，自2011年8月起即担任泸州银行行长，至辞任前已任该职务近10年。    泸州银行公告称，刘仕荣担任行长期间，将领取年度薪酬约人民币130万元，具体有关金额依据适用法律、法规以及经营层薪酬考核办法，经内部相关部门考核后确定。除上述薪酬外，刘仕荣不因担任执行董事及行长而额外领取其他津贴及参加会议的补助。,"公司, 公司经营活动, 人员, 公司治理, 管理, 高管变动",API Error,0
164,    6月底，鄂尔多斯地区煤管票管控较严格，煤炭供应收紧，截止6月30日，区域内煤矿开工率维持在64.9%低位水平，同比下降8.7个百分点，且主要物流园区库存量有所下降，坑口煤价维持涨势。7月第一周，产地开工率稍有提升，但供应偏紧状况持续，主要物流园区库存量依然偏低，坑口煤价继续向好。    受环保、安监持续升级及“雨季”等因素影响，6月底榆林地区少数矿临时停产检修，区域内煤炭供应部分受限。而由于蒙西地区煤炭供给偏紧，部分贸易商转而采购榆林煤，加之山东、河北地区受环保要求加大对兰炭的采购，进一步提高榆林煤地销量，总体来看，榆林地区在产煤矿整体销售情况良好，矿上排队车辆较多，煤价持续上涨。但由于当前产地煤价已涨至一定高度，港口等下游用煤企业接受度有所下降，7月初，榆林地区部分矿煤价涨幅开始收窄，个别矿成交价甚至开始下降。    综合来看，近期主产地煤炭供应偏紧，根据CCTD重点监测的核心数据显示，6月28日当周，晋陕蒙442家煤矿产量为2568万吨，同比下降14.4%，产能利用率为78.0%，同比下降12.8个百分点。另一方面，由于缺少配额，部分进口煤货船到锚地后无法报关靠泊和接卸，助推下游采购情绪升温。短期来看，坑口煤价支撑较强。    进入“迎峰度夏”保供时期，随着需求的季节性增加以及安监形势的好转，主产地煤炭供应将进一步释放。据悉，本月，鄂尔多斯地区将继续按照核定产能每周发放煤管票，且此前停产的煤矿逐步恢复生产，煤炭阶段性供应紧张局面略有缓解。但内蒙古“倒查20年”专项整治行动将持续进行，大煤企7月长协价格最高涨幅达33元/吨，且7月份将暂停现货销售，同时外购价格也大幅提高，产地看涨情绪浓厚。    短期内产地煤价仍将以涨为主，但涨幅收窄；随着后期煤炭供应逐步恢复以及终端补库告一段落，产地煤价将从7月下旬开始趋于平稳。,"行业, 行业竞争, 产品市场, 产品价格, 产品产量, 产品供需",API Error,0
165,    昨日晚间，英伟达表示，将参加于 2022 年 1 月 5 日 - 1 月 8 日举办的 CES 2022，并将在北京时间 1 月 5 日凌晨 0 点举办特别专场。    IT之家了解到，英伟达表示，将在 CES 线上特别专场中发布加速计算领域的最新突破。    据介绍，NVIDIA GeForce 高级副总裁 Jeff Fisher 和 NVIDIA 汽车部门副总裁兼总经理 Ali Kani 将展示加速计算在设计、仿真、游戏和自动驾驶汽车方面的新突破。    今年 1 月，NVIDIA 在 CES 2021 上发布了一系列游戏产品，并详细介绍了 70 多种 30 系列 GPU。汽车领域方面，中国汽车制造商上汽集团和蔚来汽车共同宣布将在未来的汽车中使用 NVIDIA DRIVE。,"公司, 公司经营活动, 产品业务, 公司工程项目, 新业务/新产品",API Error,0
166,港资10月19日，净买入28.23万股，约966.86万元，增持比例：0.07%，成交占比：6.378%，持股比例：2.022%，连续2个交易日增持，近5个交易日比例变化：-0.975%，近22个交易日比例变化：2.075%，近66个交易日比例变化：74.605%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
167,说到偏见，这已经是一个老生常谈的话题，每个人的认知，情感，价值观等等方面的不同，往往会造成对一个人的偏见。最近网上比较火的，一位女快递员报警，原因是受到了顾客提出的无理要求，很快警察也开出了，相关“证明”，紧接着，快递公司也出面，为自己的员工澄清事实，这就像一只蝴蝶，在网上刮起了旋风，所有的人的“枪口”都对准了那位“恶意投诉”的顾客。各种批评之声，不在少数。然而刚过两天，剧情就出现反转。原来，这位快递员为了能够给顾客施加压力，就信口编造了各种谎言，包括罚款、离职等等，特别是警察不分青红黄皂白的，就给顾客顶上了不清白的帽子。最后，却是那位顾客名誉扫地，可是，这样的伤害能挽回吗？不能。这一切都和人们的偏见有关，这次就来介绍一部美剧《有色眼镜》，因为偏见，使得5名不到16岁的青少年，坐了10年多牢狱之灾。在1989年，一位年轻貌美，年仅28岁的白人女性，在公园遭受身体上的伤害，并之后被击昏抛尸在了旁边的树林中，当人们发现她时，她已经浑身躺在血泊里，没想到在医院呆了12年，竟然奇迹般的苏醒了过来，但是因她大脑受到过重击，以至于她记忆一片空白。然而，这件事很快就被警方认定是公园附近的黑人所做，因为他们经常在附近游荡。但是，这起案件却在当时引起了种族对抗情绪，有不少富有的白人女性，要求重判这5个人。最终的结果是，5人被判处5到15年的牢狱生活，可问题是，自始至终都是“莫须有”的罪名，也因此成为了美国历史上最著名的冤案之一。不过，在这部剧上映之后，雨叔和所有人的态度都一样，那就是一个字“气”。因为在剧里面，你将看到这部震惊全美国的少年冤案，有多么的荒唐，因为春假的临近，公园在月色的掩盖之下，成为了少年们的天堂，他们成群结队的在马路边狂奔，嬉笑打闹。由于当地的治安并不好，人员比较混乱，而且其中还发生了几起打斗事件。这就引起了警方的注意，警笛声随之而来，他们将那些在逃跑之中落伍的男孩，抓了起来。其实，这并不是什么严重的事，配合警察的工作，调查清楚就可以回家了，与此同时，在公园的树林里却发生了一起强奸案。由于这起案件的受害者，是一位比较富裕的白人女性，各种媒体的舆论顿时议论了起来，就连警察办案也是倍感压力，并且负责整个案件的是一个白人女性，但很快，他们就将案件的嫌疑犯，锁定在了当晚闹事的黑人少年身上。不管你当晚在公园干什么事，只要你是黑人就有问题，于是，就以黑人为中心，展开了调查。最终迫于媒体，上司的压力，终于在其中找见了作为替罪羊的黑人男孩，为了让他们尽快认罪，警方也可以说是手段尽出，威逼，利诱，恐吓，甚至诱导。最终的目的只有一个，就是让几个男孩承认，他们犯了罪。作为一部犯罪剧，以青少年犯罪为表象，真正聚焦青少年的内心世界，特别是人们的偏见，因为在他们的眼里，只有肤色才是犯罪的证据。从刚开始的寻找犯罪嫌疑人，就已经从心底里认定了罪犯，不管他们的年龄是否成年，不管他们是否真正的犯了罪，而这一切都是偏见，造成的各种歧视，皮肤是黑色，就要遭受别人的不公平歧视，顶替各种“莫须有”的罪名，甚至连自己的发言权的都没有。歧视，能够影响人的思维，更容易使思想极端化，就像剧中的警察，心底认定他们就是“罪犯”，在他们不承认时，就进行暴力，屈打成招，这看起来也没啥，比起杀人犯来说，这算什么？可是，他们是吗？警察内心的偏见，才是最大的凶手，他将几位男孩的青春送上了绝路，失去了美好的青春回忆，得来的却是挥之不去的牢狱阴影。偏见才是心中最可怕的恶魔，最终伤害的不仅仅是别人，更是自己。,"公司, 经营异常, 经营危机",API Error,0
168,近日，证监会按法定程序同意以下企业创业板首次公开发行股票注册：采纳科技股份有限公司、奕东电子科技股份有限公司、宁波天益医疗器械股份有限公司。上述企业及其承销商将分别与深圳证券交易所协商确定发行日程，并陆续刊登招股文件。,"宏观, 经济金融政策, 国家政策, 金融政策, 金融监管政策, 证监系统监管",API Error,0
169,6月30日，全球速卖通生态服务大会在浙江杭州阿里中心隆重举行。正派跨境受邀出席，正派跨境院长-天使Angelia作为代表参加活动，现场汇聚了全国各地服务商代表，共同见证这一荣誉时刻。 （全球速卖通生态服务大会合影）在会议现场，全球速卖通属地商家运营中心总经理-王德民给大家介绍了FY23财年招商策略，新商家入驻后的成长规划以及平台相关扶持政策信息，为新时代跨境电商生态发展提供坚实支撑。此外，本次大会旨在回馈多年来与全球速卖通共同成长的每一位合作服务商，全球速卖通行业运营总经理-唐宋针对头部服务商案例分享，跨境电商行业趋势等方面进行了主题演讲与分享。 （全球速卖通属地商家运营中心总经理-王德民与正派跨境正派跨境院长-天使Angelia）同时，还公布了未来的生态共赢策略和平台方向。即接下来全球速卖通将携手更多的生态服务商走进产业带，一同助力产业带和品牌商家出海，让生态服务商承接更多的平台项目。另外，正派跨境作为“全球速卖通最佳产业带服务商”获奖企业，正派跨境院长-天使Angelia作为代表做了主旨发言。这是正派跨境继4月20日在2022年阿里巴巴全球速卖通年度峰会荣获了“2021-2022年度全球速卖通生态服务之星”的奖项后再次拿奖，本次正派跨境可以获评“全球速卖通最佳产业带服务商”的奖项离不开速卖通对正派跨境一直以来工作上的支持与肯定，以及商家朋友们对正派跨境的高度认可！ （全球速卖通最佳产业带服务商奖杯）产业带-顾名思义，世界小商品之都-义乌国际商贸城是有着做电商得天独厚的供应链产业带优势，囊括了饰品、配饰、美妆、家居百货、服饰箱包等多个品类，在义乌所到之处都是做电商的卖家。一直以来，正派跨境与速卖通长期保持紧密合作，联合办公运营速卖通义乌运营服务中心，一直坚持为速卖通平台招募且服务了海量的优质好卖家，同时，把每位商家的痛点及时传达并帮助他们解决各种运营难题。此外，积极帮助各位商家朋友们去布局海外仓，推动了义乌优选仓。最后，正派跨境将继续秉承“正义正直正能量、靠谱专业负责、良好口碑、良师益友、做实力派”的理念，希望通过不断提高我们的服务，帮助卖家高速成长，让他们把更多的精力聚焦到业务上来。我们希望通过我们的努力，能够帮助更多的中国品牌扬帆出海，卖向全球，助力每一个跨境商家成为实力大卖家。,"公司, 公司经营活动, 公司销售, 公司营销",API Error,0
170,    公司发布2020年半年度业绩预告：上半年归母净利润33600-39700万元，同比增长62.08%-91.50%。若加回股权激励费用，上半年净利润约为36600-44000万元。    我们选取中位数计算，则Q2归母净利润为21284万元，同比增长97%，相较于一季度同比54%的增速，处于加速状态。    云厂商资本开支持续回暖，5G进入规模建设期，公司产品需求旺盛    全球云厂商资本开支19年Q3强势回暖并逐步攀升，相应地带动数通400G产品需求逐步上量、100G产品需求继续增长。截止2020年上半年，全球超大型数据中心已建成541个，在建/拟建176个，对于高速率光模块需求旺盛。公司作为全球数通模块龙头充分受益。    国内5G已步入建设高峰期，截至5月底，中国移动已建成14万个5G基站，今年底将完成30万基站建设任务；中国电信与中国联通累计共建共享了10多万个5G基站，双方计划提前一季度完成25万个基站的全年建设任务，对于5G前、中、回传光模块的需求迅速放大。公司25G/50G/200G产品销售收入全面增长。    储翰科技已并表    公司收购的67.19%的储翰科技的股份，已于5月19日并表，对公司业绩产生一定的正向收益。储翰科技所在的GPON光模块市场，受益千兆家庭宽带战略的实施，今年订单饱满，预计下半年将给予更多业绩贡献。    看好公司作为数通光模块龙头的竞争优势，上调至“买入”评级    前述报告中预计公司2020~2022年归母净利润为8.2/11.9/13.8亿元，现上调至9.7/13.6/15.3亿元，对应PE52、37、33倍，上调至“买入”评级。    风险提示    云厂商资本开支不达预期风险，核心器件受限风险，新冠疫情加剧风险,"公司, 财务, 业绩预告",API Error,0
171,    当前券商行业竞争日益激烈，“卖方研究”趋于白热化，特别是卖方研究行业面临公募佣金分仓增速缓慢的现实。在此背景下，所谓“卖方研究业务转型”频频见诸报端，卖方研究正力图通过转型释放势能。    近日，天风证券副总裁、研究所所长赵晓光在接受包括经济观察网在内的媒体采访时表示，近年来天风证券研究所“政策+专家圈+调研问卷+数据科技”四位一体的研究方法论或是代表未来的研究体系，并已经做了足够的实践。    赵晓光表示，在完成研究所1.0模式后已经通过“四位一体”搭建券商研究所2.0体系，“将矢志不移以研究科学化和生态化为目标，打造深度研究体系，通过打通产业上中下游研究，成为行业专家、客户帮手、政府智囊，并最终服务实体经济发展。”天风证券于2016年决定组建自己的研究团队，六年过去，天风证券研究所已完成1.0阶段的建设，目前正打造了一个引领行业变革的、以深度研究与科学数据化实证研究为核心的“四位一体”体系。    赵晓光认为过去的研究是一种非系统化的研究，未来应该是站在整个产业链的角度，从全局出发，对产业的趋势演变进行解析，继而分析这种变化给产业和相关公司带来的影响。“这种系统化的研究，要立足于产业本身的整合能力、顶级专家智库和深度研究能力。”为了提升价值研究的深度前瞻性，天风研究所打造了科学化、生态化、立体化的“四位一体”体系，具体而言，一是对政策的体系化、逻辑化的跟踪，分析各项影响政策因素的变量，再把政策研究融入到宏观、中观、产业和企业价值观判断。二是以供需关系对待价格波动。券商分析师应该把助力资本市场健康发展作为从业价值核心，做好均值回归，在产业处于价格低谷的时候挖掘产业价值，平抑市场价格波动，而不是一窝蜂“追涨”，造成市场价格波动。三是升级专家体系。通过引入高质量高水平的专家库，按照华尔街的做法，从产业角度对高端专家库进行系统化访谈调研问卷，形成对产业趋势产业逻辑的判断，把专家服务变成数据和产品。四是变逆向研究为正向研究，对一个产业全产业链上下游无死角的跟踪，由点到面，形成一个正向的系统化的研究结果的生成。    赵晓光进一步分析，“四位一体”的研究体系主要是以两个为本，“第一就是以专家为本，第二以数据为本”，围绕这两个点扎根深度研究，同时以线为核心，即形成产业链的上下游闭环：“天风研究所将与各领域合作伙伴一起，通过点、线、面的方式打造数据跟踪的科学研究体系平台，为产业端、资本端提供有价值的投资参考。”据经济观察网了解，今年以来天风研究所根据“四位一体”深度研究体系做了多维度的布局。    在政策研究方面，和中央政策研究室等发起的中国政策科学研究会合作建立研究中心，目前已经进入日常化的运行体制。在产业研究方面，和芯片超人联合发起的‘芯智库’，未来将以芯片行业为模板复制到各个行业，深度推动围绕产业的深度扎根运营。在数据体系方面，研究所通过打造信息产业的100个IT采购主管的调研问卷，把研究从个案和个别调研，变成一个中观、多样本的有说服力研究。在系统化方面，推动研究的科学化和生态化，和头豹研究院合作系统化地进行深度研究。在数据化方面，整合中国头部数据科技的公司，有望有效地助力产业趋势的精准判断。    据经济观察网了解，当前，天风证券正持续突出服务实体经济的定位，为企业客户提供股权、债权融资、并购重组等一站式投行服务，形成贯穿企业、产业发展壮大全生命周期的完整生态链条。在这一背景下，天风证券研究所的服务对象已从公募基金扩大至上市公司、银行、保险、政府、产业投资者等领域，智库化趋势越来越凸显。    赵晓光在采访中表示，天风证券研究所将以研究科学化和生态化为目标，以产业链研究为抓手，不断提升研究领域的广度、深度，打造国家级的高端产业智库，通过研究，高质量服务产业、服务国家发展战略、进一步发挥研究的社会价值。,"公司, 对外关系, 公关, 高管演讲",API Error,0
