,input,response,output,cosine_s
240,　　事件描述　　公司晚间披露年报，公司2020年营业收入20.14亿元，同比增长9.94%；净利润3.15亿元，同比下降3.01%。每股收益0.31元。　　事件点评　　2020年公司实现营业收入20.14亿元，同比+9.94%；归母净利润3.15亿元，同比下降3.01%，扣非后归母净利润为2.85亿元，同比+12.20%。单Q4实现营业总收入5.68亿元，同比增长15.27%，归母净利润为0.84亿元，同比增加17.62%，扣非后归母净利润为0.79亿元，同比+11.90%，环比加速增长。1）分产品来看，调味品实现收入19.39亿元，同比增长12.76%，公司完成了2020年度“调味品收入同比+12%，扣非净利润同比+12%”的目标。其中2020年食醋实现收入13.42亿元，同比+8.92%；料酒实现收入3.15亿元，同比+28.57%。2）分区域来看，公司建立8大战区，加强战区统筹管理，重点开发外围区域，外围市场增速加快，公司2020年华东/华南/华中/西部/华北地区营业收入增速分别同比+8.46%/+25.78%/+19.09%/+7.79%/+9.11%。2）经销商方面，2020年末华东/华南/华中/西部/华北经销商数量分别同比+18/-2/+65/+33/+71家，其中外围市场增加较多。　　公司2020年销售净利率为15.89%，同比减少2.14pct，主要是2019年资产处置收益导致利润基数偏高。具体来看，公司2020年毛利率40.76%，同比减少4.56pct，调味品毛利率（去除运输费用同口径）44.78%，比上年同期减少1.74个百分点。主要在于今年起运输费用从销售费用划入营业成本，对毛利率和销售费用影响较大；销售期间费用率为22.31%，同比减少4.47pct，其中销售费用率为13.29%，同比减少3.99pct；管理费用率为8.73%，同比减少0.48pct，主要在于本期人工成本及折旧摊销减少所致；财务费用率0.29%，和去年相比处于持平状态。　　食醋行业从竞争格局来看食醋集中度有较大提升空间，扩张中的老牌醋企，具有品牌沉淀和粘性客户群，先发优势较强。公司紧紧围绕“做深醋业、做高酒业、做宽酱业”三大核心主业发展，发力主业、提升能力、推动创新，着力从产业、技术、产品、体制机制、经营模式五个方面加快转型升级。此外，香醋、料酒扩产项目正持续推进，预计2022年均能投入使用。因此，在渠道营销改革与产能扩张的共同驱动下，公司未来有望持续增长。　　,"Q4环比加速增长, 完成全年目标｜运费调整影响毛利, 资产处置收益影响净利率｜强基固本, 深化改革, 公司有望持续增长",2020年营业收入增长9.94%，净利润小幅下降3.01%｜调味品收入达19.39亿元，食醋和料酒表现突出｜外围市场增速加快，区域经销商数量显著增加｜毛利率下降受运输费用影响，销售费用率有所降低｜未来将通过渠道改革与产能扩张实现持续增长,0.06388888888888888
241,　　事件　　公司披露年报。全年实现营收90.53亿元/+15.73%，归母净利5.05亿元/-2.20%，基本每股收益0.37元，拟每10股派现金红利0.84元（含税）。　　营收端，全年营收增15.7%，疫情影响下必选消费存在确定性。分季度看，Q1至Q4营收分别增长24%、12%、11%、16%，Q4公司略微降低毛利率积极应对社区团购竞争，实现Q4营收加速增长。　　我们测算公司Q1至Q4超市主业利润分别变动+87%、-11%、+3.3%、+18%，Q4主业利润恢复双位数增长的常态。渠道方面，　　疫情结束后其他消费渠道恢复，公司店均收入增速较上半年略有下行，但全年实现6.5%的正向增长，内生外延推动主业增长。2021年公司计划拓店350家/+10.5%，有望夯实2021年增长基础。　　其中食品、、营收分别同比增长17%、23%、10%，下半年食品业务受食品类CPI高基数影响，营收增速由上半年的26%放缓至8%，另有、品类维持增长良好，其他业务受增值服务销售降低下滑约5.0%。　　公司以管理输出的联营公司模式布局兰州，持股约20%，9月正式布局兰州以来，兰州联营公司投资损失约113万元，亏损较小，预计公司跨省复制公司经营模式较为成功，或将加速公司异地扩张步伐。　　随着互联网在国内逐步普及以及地铁站台逐步增多，以及疫情期间消费线上化趋势延续，公司部分增值业务受到影响，全年增值服务销售额下降约20%至46.83亿元，其他业务营收下降5.0%。公司2021年将加快科技创新，更好服务社会，或将助力增值服务销售额企稳。盈利能力方面，全年公司毛利率下降1.4pct至29.5%，一是疫情后线上渠道促销力度较大、社区团购加剧竞争，公司食品、、毛利率均略有降低，二是高毛利的其他业务占比降低。疫情影响下公司降本增效措施延续，期间费用率下降1.3pct至24.3%，推动超市主业实现净利润4亿元/+15.6%，增速与营收增速基本一致。公司归母净利下降，主要源于2020年息差与Q2起收窄，联营公司新网银行贡献利润明显降低，2020年联营公司投资收益约1.05亿元/-38%。　　存货方面，2020年末公司存货较上年度增长10%至12.9亿元，占营收比例约14.3%，春节延后致春节备货时点后移，公司存货周转正常。　　其中Q4公司实现经营活动现径流净额4.86亿元/+116%。疫情影响下，公司现金流控制良好，有望有效支撑公司未来主业发展。　　,"全年营收稳健增长, Q4超市主业利润双位数增长｜净利端, 全年归母净利降2.2%, 主要源于联营公司新网银行在Q2起的息差收窄之后的利润贡献降低, 公司超市主业实现净利润4亿元/+15.5%｜内生外延推动超市主业增长, 食品类CPI高基数下食品业务延续正增长｜公司延续2019年以来的持续拓店策略, 2020年末公司合计门店数量达3336家/+8.66%｜分品类看, 2020年公司食品、烟酒、日用百货、其他业务营收占比分别约51%、28%、15%、6.4%｜分区域看, 公司主业仍然以成都地区为核心, 成都地区、郊县分区、二级市区营收占比分别约55%、35%、3.2%, 分别实现营收增速14%、25%、10%｜增值服务方面, 公司依托区域高市占率的门店优势, 为消费者提供包含水电气话费、公交卡重置汽车火车机票代售等增值服务｜超市主业利润稳健增长, 联营公司新网银行影响整体利润表现｜现金流方面, 全年公司经营活动现金流净流入4.95亿元/+79%, 恢复2017年以来的平均水平",全年营收增长15.7%，归母净利小幅下降2.2%｜Q4营收加速增长，主业利润恢复双位数增长｜疫情影响下，增值服务销售额下降20%｜2021年计划拓店350家，推动未来增长基础｜毛利率略有下降，期间费用率改善助力净利润增长,0.07853403141361257
242,公司业绩：公司发布年报，2020年实现营收303.1亿元，YOY+6.0%，录得净利润36.6亿元，YOY+10.3%，扣非后净利润27.2亿元，YOY+21.7%，扣非后净利增速符合我们预期。分季度来看，Q4单季度实现营收82.0亿元，YOY+11.5%，录得净利润11.8亿元，YOY-6.0%，扣非后净利润6.6亿元，YOY+28.4%。公司分红预案为拟每10股分红4.3元（税前），股息率为1.1%。受疫情影响，公司制药板块受到了一定影响，但随着Q2疫情逐步控制后，公司业绩稳步恢复。全年制药板块实现营收218.8亿元，YOY+0.5%，录得分部利润23.6亿元，YOY+13.6%，净利润的增长主要受益于生物类药及小分子创新药上市放量：汉利康（利妥昔单抗）2019获批上市，2020年4月提升产能后销售不断放量，2020年全年实现销售额7.5亿元（2019年1.5亿元）；汉曲优（曲妥珠单抗）2020年7月和8月分别于欧洲和中国获批上市，2020年实现1.4亿销售，预计后续将持续放量；苏可欣（马来酸阿伐曲波帕片）2020年8月上市，12月纳入医保目录，实现1.4亿销售额，预计后续将不断放量。公司后续还有贝伐珠单抗以及CAR-T等产品将陆续上市，预计制药板块结构将进一步优化，利润增长将继续提速。受益于新冠疫情对病毒检测试剂盒、负压救护车以及呼吸机等产品需求的大幅增长，2020年公司医疗器械与医学诊断业务实现营收52.2亿元，YOY+39.6%，并且由于抗疫产品毛利偏高，实现分部利润9.1亿元，同比增长83.2%。另外，合资公司直观复星的“达芬奇手术机器人”装机量和手术量从20Q2开始也有所恢复。2020年公司医疗服务业务实现营收31.7亿元，YOY+4.3%，但由于上半年疫情防控影响以及新开医疗机构前期亏损影响，分部利润为1.1亿元，YOY-45.5%，目前诊疗活动基本恢复，我们预计2021年医疗服务业务将会不断恢复。2020年国药控股实现营收4564.2亿元，YOY+7.3%，归属净利润71.9亿元，YOY+15.0%，实现稳健增长。公司2020年综合毛利率为55.7%，同比下降3.9个百分点，主要是疫情影响了制药及医疗服务业务的毛利率。但由于销售活动线下转线上，销售费用率同比下降6.5个百分点至27.9%，管理费用率为9.8%，同比增加0.7个百分点，研发费用率为9.2%，同比增加2.1个百分点，主要是加大了对生物药及小分子创新药的投入，财务费用率为2.4%，同比下降0.6个百分点，整体来看，期间费用率同比下降4.4个百分点，净利率同比提升0.5个百分点至12.1%。　　盈利预测：展望未来，公司创新产品陆续进入收获期，收入结构将不断优化，国际化布局也为未来增长打开空间。我们预计公司2021年、2022年实现净利润44.4亿元和54.1亿元，YOY分别+21.3%、+21.8%，EPS分别为1.8元/2.2元，对应A股PE分别为22倍/18倍，对应H股PE分别为16倍/13倍，我们继续给于“买进”的投资评级。　　,"创新品种上量, 推动制药板块利润增长｜疫情推动器械与诊断服务业务高速增长｜医疗服务受疫情影响较多, 医药分销及零售业务稳健｜综合毛利率降低, 期间费用率下降, 净利率总体提升",2020年业绩稳健增长，营收303.1亿元，净利润36.6亿元｜制药板块受疫情影响，但创新药销售放量助力利润增长｜医疗器械业务大幅增长39.6%，抗疫产品毛利高｜未来创新产品将持续优化收入结构，预计2021年净利润44.4亿元，维持“买进”评级,0.09029126213592233
243,　　　　公司发布2020年业绩快报公告：2020年实现营收65.1亿元，同比增长21.4%，归母净利6.2亿元，同比增长36.1%，扣非归母净利5.7亿元，同比增长36.9%，位于业绩预告区间。其中2020Q4实现营收21.9亿元，同比增长37.3%，归母净利2.3亿元，同比增长96.5%，扣非归母净利2.1亿元，同比增长110.6%。　　同时发布2021年一季度业绩预增公告：公司预计2020Q1实现归母净利为2.2-2.6亿元，同比增长93.50%-128.69%，扣非归母净利为2.14-2.54亿元，同比增长98.86%-136.02%。　　分析判断:　　　　根据公司2020年中报预测，预计2020年全年营业收入为55亿元至65亿元，2021年营业收入同比增长60%以上。2020实现营收65.1亿元/同比+21.4%，略超目标营收，预计特斯拉国产贡献收入8亿元以上。随着特斯拉ModelY爬坡上量叠加吉利、通用等其他客户销量复苏，减震降噪、轻量化底盘系统、热管理系统、智能驾驶系统等全面开花，预计公司2021年营业收入有望实现目标60%以上的增长，突破百亿元。　　2020Q1-Q4公司归母净利增速分别为+0.1%/+5.3%/+35.3%/+96.5%，扣非归母净利增速分别为-0.2%/-0.5%/+38.3%/+110.6%，2020Q4业绩明显提速。2020全年净利率为9.5%，其中2020Q4净利率为10.7%，对比2020前三季度9.0%的净利率明显提升。2021Q1公司归母净利和扣非归母净利同比增速区间分别为【93.5%-128.7%】和【98.9%-136.0】，我们判断业绩如期高增主要受益于特斯拉持续贡献显著增量以及国内外需求逐步回暖。随着收入规模的不断提高，经营杠杆效应下公司净利率有望持续提升。　　　　客户+：战略绑定特斯拉和造车新势力，进军全球供应体系。公司先后伴随通用、吉利成长，目前战略绑定特斯拉开启新一轮成长，同时已进入福特、FCA、戴姆勒、宝马、大众、奥迪、本田等全球供应体系，未来还有望打入日系、德系客户。顺应行业电动智能变革，公司积极与RIVIAN、蔚来、小鹏、理想等头部造车新势力合作，探索Tier0.5级的合作模式，为客户提供全产品线的同步研发及供货服务。　　产品+：“2+3”产业战略，电动智能全面布局。在保持汽车NVH减震系统和整车声学套组两项传统业务国内领先的同时，前瞻性布局汽车智能驾驶系统、热管理系统、轻量化底盘系统三大心业务，其中：1）轻量化高成长：公司铝合金轻量化底盘技术国内领先，收购福多纳后形成铝合金+高强度钢的完善布局，目前已进入特斯拉、吉利、比亚迪、北汽、长城、蔚来、威马等供应链，随着获更多主流车企的认证，未来有望拓展更多客户。2）智能驾驶系统静待发力：电子真空泵EVP订单迅速增加，预计将逐步贡献显著增量；智能刹车系统IBS目前已迭代至面向L4级以上自动驾驶的第Ⅳ代双冗余方案，在比亚迪、吉利汽车等车型上进行搭载路试，同时还与国外著名企业合作，在电动物流车方面进行研发推广；智能转向系统正在向大众在内的多家主机厂推广，电动调节转向管柱、电动尾门、座椅按摩系统等智能座舱产品均已发布并获得客户的正式订单。3）新能源汽车热管理系统未来可期：公司已成功研发热泵空调、电子膨胀阀、电子水泵、气液分离器等产品，正在加大市场开拓和研发投入，目标成为新能源汽车热管理系统整体方案供应商。　　,2020营收超额完成2021Q1业绩如期高增｜双维齐驱剑指全球汽配TOP,2020年业绩增长显著，营收达65.1亿元，同比增长21.4%｜Q4净利增速高达96.5%，特斯拉贡献显著｜2021年业绩预增，预计营收增长超60%｜战略绑定特斯拉，积极布局电动智能领域，拓展全球供应链,0.056
244,　　20年全年公司实现营业收入83.53亿元，同比增长8.7%，其中Q1/Q2/Q3/Q4分别实现营业收入7.63/17.91/25.39/32.59亿元，同比分别-35.6%/-8.5%/17.1%/37.2%，第三季度起收入明显提速，四季度收入实现高增长。公司预计21年Q1营业收入同比增长110-140%，预计实现16.0-18.3亿元，预计比19年一季度增长35.29-54.62%。20年全年实现归母净利润11.92亿元，同比增长10.7%，其中Q1/Q2/Q3/Q4分别实现-0.17/3.59/3.54/4.95亿元，同比分别-115.5%/26.5%/7.7%/38.5%，四季度业绩增速亮眼。20年公司实现扣非后归母净利润10.50亿元，同比增长8.11%。公司发布21年一季报预告，预计Q1归母净利润1.05-1.30亿元，比19年Q1-1.8-21.6%；预计Q1扣非后归母净利润0.85-1.05亿元，比19年Q1增长7.6-32.9%。　　经销渠道全年收入65.32亿元，大宗业务渠道实现15.04亿元。衣柜及其配套产品收入67.02亿元，同比增长1.46%；司米橱柜收入12.11亿元，同比增长42.26%；木门收入2.92亿元，同比增长55.36%。衣柜品类增速较慢，主要系（1）公司在一二线城市的销售占比最大，这些区域受疫情影响更大，上半年业绩整体受拖累；（2）衣柜在大宗工程的增速不明显，衣柜不是精装房交楼标准的必选项；（3）新渠道和新品牌还在导入期，收入贡献有限。　　截至2020年末，公司拥有终端门店超过4000家，覆盖全国1800多个城市和区域。索菲亚柜类定制拥有经销商1652位，开设专卖店2719家。省会城市门店数占比14%（贡献收入占比30%），地级市门店数占比22%（贡献收入占比27%），四五线城市门店数占比64%（贡献收入占比43%）。2020年末，公司工厂端实现客单价13095元/单（不含司米橱柜、木门），同比增长12.96%。　　20年毛利率36.56%，Q1/Q2/Q3/Q4毛利率分别为30.87%/40.30%/38.65%/34.21%，同比-3.52pct/+2.28pct/+0.54pct/-3.29pct。截至20年末，索菲亚康纯板客户占比已经上升到74%，订单占比上升至66%。净利率维持平稳，20年归母净利率14.27%，同比+0.26pct。20年公司销售费用率为9.17%，同比下滑0.78pct，其中Q1/Q2/Q3/Q4销售费用率分别为14.65%/10.79%/9.74%/6.56%。20年公司管理费用率为7.32%，同比下滑0.37pct，其中Q1/Q2/Q3/Q4管理费用率分别为20.82%/5.66%/6.38%/5.80%。估值：20年下半年公司业绩超预期，我们预计公司2021-2023年分别实现归母净利润14.33/16.55/19.19亿元（原预计21/22年12.45/13.27亿元），对应增速分别为20.20%/15.46%/15.97%，对应PE分别为20X/17X/15X，维持“买入”评级。　　,"20年四季度业绩提速, 21年一季度景气度持续｜新品类增速强劲, 大宗业务规模达到15亿元｜传统零售销售渠道门店数量提升, 客单价显著上涨｜康纯板客户占比显著提升, 毛利率、净利率继续保持稳定水平",2020年全年收入增长8.7%，四季度增速显著｜预计2021年Q1收入同比增长110-140%｜衣柜增速放缓，受疫情影响明显｜毛利率保持稳定，净利率小幅上升｜预计2021-2023年净利润持续增长，维持“买入”评级,0.06857142857142856
245,　　事件：公司发布2020年业绩快报与202年一季度预告，2020年公司预计实现营业收入05.80亿元，同比增长70.76%，实现归母净利润2.57亿元，同比增长32.02%。202年一季度，公司预计实现归母净利润0.7-亿元，同比增长4.2%-630.8%，　　我们持续推荐国内液晶显示模组龙头同兴达，公司与多家全球品牌厂商达成了战略合作关系，粘性不断增强，市场占有率逐渐提高；同时，公司持续推进智能化、数字化精益管理，工厂生产效能不断提升，盈利能力显著增长。随着产能与产品结构释放与优化，将持续驱动公司业绩增长。　　　　2020年度公司业绩表现亮眼，利润质量高，202年有望持续受益行业景气向上。2020年公司实现归母净利润2.57亿元，同比增长32.02%，单季度看，2020Q4实现归母净利润0.86亿元，同比增长32.43%，环比减少2.27%；一季度看公司延续2020年景气度，一季度实现归母净利润能0.7-.0亿元，同比增长4.2%-630.8%，环比增长-8.60%-6.28%。公司业绩增长主要得益于）深层次、高粘性的优质大客户体系充分保障营收和盈利水平双向持续增长；2）产品结构优化、管理赋能。下游客户备货积极，行业景气度持续提升。　　同时，产品应用领域和场景不断渗透增加，除广泛应用于智能手机外，在新能源汽车、无人机、智能穿戴领域都在逐步放量并呈现良好增势。公司目前与oppo、vivo、小米、三星、传音、联想、TCL、大疆等大客户建立了长期稳定的合作关系，订单充分，产能充足，未来增长具有可见的持续性。　　2、LCM：公司产能充足+产品结构完善，优享行业放量+客户投产　　公司9年打造了赣州高端液晶显示模组生产线，加大高端产品占比，且投资建设了年产6000万片异形全面屏二合一显示模组项目，未来将受益于）2年下游客户积极备货；2）面板驱动IC紧缺+显示面板涨价，显示模组产品价格上涨；3）客户市占率提升+面板客户投产：9年，公司终端客户HMOV全球市占率达40%。同时，公司面板客户主要为京东方、群创光电等，其中京东方9年全球市占率达8.9%，且多条产线于20年投产。　　3、CCM：持续导入显示模组客户，公司受益于市场扩张，订单充足　　公司生物识别模组等产品已量产，并投资设立南昌摄像头模组工厂，年产能4800万颗。通过导入液晶显示模组客户，公司摄像头模组产线满产，并计划新增多条产线，届时月产能将由6kk增长到22kk，未来受益于：）多摄催生需求：2）高清化带动单价上升；3）3Dsensing为发展新趋势。　　,"1、2020年度全年业绩表现亮眼, 一季度延续高景气度",2020年业绩表现亮眼，预计营收增长70.76%｜优质客户体系保障营收与盈利双向增长｜产品结构优化与管理赋能推动业绩持续提升｜下游需求旺盛，行业景气度向上，未来增长可期,0.05416666666666666
246,　　事件：　　公司发布2020年度报告，报告期内公司实现收入69.65亿元，同比+32.25%；归母净利润6.04亿元，同比+61.73%。其中单四季度实现营收24.80亿元，同比+39.85%；归母净利润2.25亿元，同比+66.24%。与公司前期披露业绩预增公告基本一致，略超预期。　　　　分产品看，公司面米制品/肉制品/鱼糜制品/菜肴制品营收同比+19.72%/36.16%/40.98%/23.26%，销量同比+11.7%/24.0%/25.3%/11.5%，吨价同比+7.2%/9.8%/12.5%/10.5%，量价同增驱动营收高速增长。其中肉制品和鱼糜制品表现亮眼，主要系C端锁鲜装放量叠加19年底提价所致。分渠道看，公司经销商/商超/特通/电商渠道同比+29.6%/43.83%/34.78%/188.61%，疫情刺激居家消费致使商超/电商渠道高增，特通渠道系下半年新零售客户增量所致。截止报告期末，公司经销商数量达到1033家，同比净增351家。新增经销商贡献收入3.56亿元，占比偏低系新增经销商尚在培育期。　　　　报告期内，毛利率25.68%，同比-0.08pct；销售费用率9.25%，同比-3.04pcts，系会计准则调整所致。还原后，毛利率28.04%，同比+2.28pcts，主要系产品提价加上成本端控制较好所致；销售费用率11.61%，同比-0.67pct。管理费用率4.25%，同比+1.37%，主要系股权激励摊销所致。　　　　管理方面，引入SRM/RPA/EDI等系统加强信息化建设。产品方面，拟在微波面米制品/锁鲜装3.0/速冻菜肴推出新品，结合安井+冻品先生“轻重资产结合”的模式，推广火锅食材及预制菜肴。产能方面，公司河南一期/四川一期达产，河南二期/湖北一期/辽宁二期/四川二期预计于21年陆续投产，布局山东厂/泰州三期等项目建设。公司围绕“销地产”战略伴随产能释放，市占率有望持续提升。　　,"全品类量价齐升驱动业绩, 多元渠道推进收效显著｜成本控制叠加提价释放盈利能力, 规模效应显现优化销售费用｜内外经营管理优化思路明确, 全国化布局加速推进",2020年度业绩增长显著，收入同比增32.25%至69.65亿元，净利润增61.73%至6.04亿元｜各产品线表现强劲，肉制品和鱼糜制品受益于C端需求和提价｜渠道多元化推动销售，电商渠道增幅高达188.61%｜毛利率小幅下降但成本控制良好，未来产能扩张将进一步提升市场份额,0.0648
247,　　公司发布2020年年报，全年实现营收1523.7亿元，同比+51.2%，实现归母净利润134.6亿元，同比+34.3%。其中2020Q4实现营收490.4亿元，同比+100.5%，实现归母净利润35.7亿元，同比+11.2%。符合预期。公司2020年炼化板块实现净利润89.1亿元，其中2020H1实现净利润46.2亿元，2020H2实现净利润42.9亿元，体现炼化一体化项目良好的抗波动能力。150万吨/年乙烯项目于2020年8月开始贡献利润，2020年净利润10.7亿元。PTA方面，随着2*250万吨的PTA装置投产转固，PTA销量增长62.0%，但价格下滑36.5%，PTA板块整体营收同比持平。价差方面，2020年PTA价差509元/吨，较2019年下滑44.1%。进入2021年后，PTA景气度持续下滑，截至目前，PTA年平均价差250元/吨。公司规划通过扩建产能进一步扩大PTA、聚酯和可降解新材料领域的规模优势。PTA方面，惠州2*250万吨PTA项目计划2022年上半年投产，采用英威达P8+装置，进一步降低成本。聚酯方面，规划恒科三期150万吨民用丝项目、德力二期120万吨民用丝项目、100万吨高端聚酯薄膜项目和140万吨高性能工业丝项目。可降解新材料方面，建设90万吨PBS/PBAT新产能，计划2022年中期逐步释放产能。,"年报业绩符合预期｜炼化一体化项目盈利稳定, PTA以量补价｜进一步扩大下游规模优势",2020年营收同比增长51.2%，净利润增长34.3%｜炼化板块表现稳健，抗波动能力强｜PTA销量增长但价格下滑，整体营收持平｜公司规划扩建产能，进一步提升规模优势与成本控制,0.075
248,　　业绩回顾　　2020业绩符合预告　　公司公告2020年年报：实现收入7.00亿元，同比下降60.74%，归母净亏损19.26亿元（上年同期净利润1.05元），落入业绩预告归母净亏损15.50~19.50亿元区间。　　发展趋势　　受2020年疫情影响，公司两大主营业务均出现亏损。体育业务方面，由于疫情致全球各大国际赛事出现延期或空场举行，体育收入下滑57.21%至6.60亿元，各子板块增速均出现不同程度下滑，其中体育版权收入同比下降53.27%至5.35亿元，我们预计主要为西甲赛事版权收益。而在成本端，虽然原定于2020年举办的欧洲杯延期，但公司仍需根据合同约定支付相关费用，因此体育板块形成毛亏损1.41亿元，其中体育版权业务亏损1.53亿元。影视业务方面，收入同比下降83.42%至3，985万元，主要系：1）疫情导致公视剧申报/发行延迟，且有3部剧集拍摄推迟，新剧贡献有限；2）2020年仅确认存货剧中《枫叶红了》《爱我就别想太多》及《如果岁月可回头》等影视剧收入，且此前确认收入的《如果岁月可回头》下调了集数与单价后，冲回2020年收入1.49亿元；2）公司旗下影院疫情期间暂停营业影响利润。此外，由于公司2020年新开机部分剧集产生成本，导致影视业务亏损-1，583万元。　　2020年对外借款及应付债券形成财务费用6.90亿元，对业绩形成较大拖累。同时考虑疫情对经营影响，公司计提了2.98亿元存货跌价准备（我们预计主要是影视剧相关存货减值）、3.06亿元商誉减值损失（主要为体育板块商誉减值）和1.36亿元应收账款坏账损失（我们预计主要是影视相关坏账）。我们认为，计提资产及信用减值损失虽然对2020年业绩造成拖累，但亦有助于释放经营风险，提升资产质量。　　展望2021年，我们认为公司已经走出最困难的时期。体育业务方面，随着欧洲杯举行，及2023年亚洲杯权益销售持续推进，我们预计有望逐渐触底反弹。影视业务方面，郑晓龙导演《幸福到万家》（公司参投20%）计划2021年年底上线，《功勋》计划9月首播，同时公司持续加强存货出清，以投资回报安全性为前提缩小投拍规模，我们预计影视有望逐渐恢复。长期看，公司手握亚足联、欧足联及西甲赛事等国际顶级赛事稀缺版权资源，我们看好公司体育资源随赛事恢复正常节奏后释放的利润空间。估值　　考虑疫情影响具有不确定性，下调21/22年净利润18.5%/28.1%至1.93亿元/2.21亿元。当前股价对应21年18.8倍市盈率。维持中性评级和6.88元目标价（20.8倍21年PE），10.8%的上行空间。　　风险　　全球疫情影响超预期，欧洲杯延期，影视存货减值，影视新开机项目进度慢于预期。,"疫情致体育及影视业务陷入低谷, 刚性成本支出形成主营业务亏损｜财务费用高企, 资产及信用减值拖累利润｜体育赛事陆续恢复望助体育业务触底反弹, 新剧陆续播出, 长期增长可期",2020年业绩大幅亏损，归母净亏损19.26亿元｜疫情影响体育、影视业务双双下滑，体育收入降57.21%｜计提资产减值损失释放经营风险，提升资产质量｜展望2021年，体育和影视业务有望逐渐恢复，长期看好公司体育资源的利润空间。,0.06486486486486487
249,红旗连锁发布21年一季报，营业收入22.60亿元/-3.64%；归母净利润1.24亿元/-13.27%；归属于上市公司股东的扣除非经常性损益的净利润1.22亿元/-11.30%。受新网银行投资收益下降及会计准则（收入确认+租赁准则）调整影响，公司收入和利润出现波动，还原后营收、利润符合预期。　　公司2021Q1营收22.60亿元/-3.64%。①2021Q1，超市行业整体面临社区团购、CPI下行冲击和去年门店销售因疫情因素高基数的影响，而公司收入同比基本稳定，我们认为，主要原因或与公司业态、成都居民消费习惯等有关。②门店数上，公司官网显示截至4月15日门店数已达3465家，较20Q4结束时总门店数3336增长迅速，我们预计实现2021计划新开门店350家无太大压力。　　我们预计随着供应链水平逐步提高到较高水平，公司毛利率将维持稳定或略有提升。　　公司2021Q1期间费用率24.78%/+0.14pct，销售费用率22.65%/-0.40pct，管理费用率1.46%/+0.06pct，财务费用率0.67%/+0.48pct，上升主要原因系会计政策变化。　　根据公司年报披露，新网银行投资收益3，259.17万元，同比下降26.06%；新租赁准则与原准则相比对利润影响740万，扣除新网银行投资收益及新准则影响原因后公司主营业务利润基本持平。　　随着成都的发展和向省内拓展，长线看展店仍有较大空间；以便利店为主的业态在面对社区团购等冲击下，销售状况保持良好；同时受益于物流建设完成、数字化管理等多重因素影响，有望提升；兰州项目有望探索输出管理模式的省外拓展路径。　　,"业绩简述｜营收小幅下降主要受收入确认会计准则变动及去年同期高基数影响, 公司面对社区团购下经营持续展现出韧性｜公司21Q1毛利率29.93%/+0.26pct, 增长主要因去年疫情期间保价保供应毛利率低基数影响, 被会计准则变更影响收入口径反向抵消｜21Q1期间费用率小幅提升, 主要因本报告期执行新租赁准则, 确认的利息费用增加｜疫情之下, 新网银行投资收益受到影响｜公司在展店、经营效率、业务模式拓展等多维度具备成长性",收入和利润波动，受投资收益下降及会计准则调整影响｜门店数快速增长，预计新开门店计划顺利｜毛利率有望稳定或略有提升，长期展店空间大,0.0625
250,　　一季度归母净利同比增267%，　　华鲁恒升发布2021年一季报，一季度实现营收50.0亿元（yoy+69.1%），实现归母净利15.8亿元（yoy+266.9%）。按当前16.27亿股的总股本计算，对应EPS为0.97元。我们认为公司精益求精的企业文化、高效的精细化管理是公司最核心的长效竞争力，预计2021-2023年EPS分别为2.71/3.01/3.38元，　　　　2021Q1公司产品价格均同比大幅上涨，据百川资讯，2021Q1尿素/DMF/己二酸/醋酸/辛醇/乙二醇均价为0.20/1.00/0.93/0.54/1.29/0.51万元/吨（yoy+17%/+83%/+19%/+112%/+95%/+15%）。公司肥料/有机胺/己二酸及中间品/醋酸及衍生物/多元醇分别实现销量62/14/6.5/14/17万吨（yoy-11%/+84%/+70%/-6%/+15%），对应实现营收9.6/10.8/5.2/6.5/10.5亿元（yoy+2%/+186%/+106%/+91%/+72%）。　　　　据百川资讯，2021年4月16日尿素/DMF/己二酸/醋酸/辛醇/乙二醇报价为0.21/1.25/1.06/0.72/1.36/0.52万元/吨，相对Q1末分别变动+0%/+15%/-5%/+17%/+1%/+1%，在全球需求复苏以及油价高位背景下，公司产品景气有望继续回升。据2021年2月19日公司公告，年产16.66万吨精己二酸品质提升项目已投产，总投资49.8亿元的己内酰胺及尼龙新材料项目（30万吨/年）预计在2021年12月投产。据2021年1月15日公司公告，荆州基地投资建设园区气体动力平台项目和合成气综合利用项目，第二基地的逐步建设拓展公司发展空间，进一步提升公司竞争力。　　　　考虑到公司Q1业绩以及产品景气维持时间均超预期，我们上调公司2021-2023年EPS预测分别为2.71/3.01/3.38元（前值2.30/2.49/2.82元），结合可比公司估值水平（2021年Wind一致预期平均16倍PE），考虑到公司荆州基地项目较大的未来成长性，但短期受碳中和政策影响有所延缓，给予公司2021年17倍PE，对应目标价46.07元（前值41.40元），　　,"主营产品高景气助力业绩增长, 有机胺及己二酸销量大幅增长｜多数产品价格持续上涨, 荆州基地打开成长空间｜上调至“买入”评级",一季度净利大增267%，营收同比增长69.1%｜产品价格普遍上涨，景气度持续回升｜新项目投产及基地建设将提升公司竞争力｜上调2021-2023年EPS预测至2.71/3.01/3.38元，目标价46.07元,0.06494845360824743
