,input,response,output,f1score
116,阿莱德(301419)05月19日在投资者关系平台上答复了投资者关心的问题。投资者：董秘你好！请问公司生产的电子导热散热器在同业中有什么优势？可比公司有哪些？请百忙之中予以具体回复，谢谢！阿莱德董秘：尊敬的投资者，您好！公司深入了解市场行情，提供定制化产品服务及可靠性综合解决方案，以满足客户多样化的需求；并以技术为导向，建立研发团队，扩大研发投入，夯实技术储备，快速响应行业发展变化。感谢您的关注！投资者：董秘你好，根据年报，公司生产的射频与防护器件在销售中占比接近一半，请问公司在该领域的技术优势有什么？盼具体回复告知，谢谢！阿莱德董秘：尊敬的投资者，您好！公司深耕移动通信基站产业，在射频与透波防护器件领域积累多年实践经验。公司设立独立的研发团队，积极投入材料配方和生产工艺的研发，在对市场变化及技术发展趋势持续追踪的基础上，不断开展对新技术的研究和新产品的开发，进一步加强市场地位、提升技术领先程度。感谢您的关注！投资者：您好，公司产品可应用于光模块领域，据悉海外大厂连续加单光模块，对公司产品是否有正面影响？阿莱德董秘：尊敬的投资者，您好！通信行业的蓬勃发展对行业整体有着积极的影响。公司将持续关注行业动态与发展，在深耕通信领域的基础上，不断加强产品与技术的研发投入，积极开拓新业务、新市场，加速推进募投项目的建设进度。感谢您的关注！阿莱德2023一季报显示，公司主营收入9293.94万元，同比上升10.48%；归母净利润1025.52万元，同比上升19.96%；扣非净利润1004.14万元，同比上升14.95%；负债率14.16%，财务费用302.98万元，毛利率39.64%。该股最近90天内无机构评级。近3个月融资净流出1467.83万，融资余额减少；融券净流出29.6万，融券余额减少。根据近五年财报数据， 阿莱德（301419）行业内竞争力的护城河较差，盈利能力良好，营收成长性一般。财务可能有隐忧，须重点关注的财务指标包括：有息资产负债率、应收账款/利润率。该股好公司指标2.5星，好价格指标2星，综合指标2星。（指标仅供参考，指标范围：0 ~ 5星，最高5星）阿莱德（301419）主营业务：主要从事射频与透波防护器件、EMI及IP防护器件和电子导热散热器件等用于移动通信基站设备内、外部的零部件产品的研发、生产和销售。 ,中性,中性,1.0
117,"5月18日，第十三届小微企业关爱行动盛大开启，此次大会以“数智益企 聚势生长”为主题，畅捷通联合众多生态伙伴发布四大扶持计划，打造扶持新势能，帮助广大小微企业加速步入数智时代。                            
                            
                            
                            
据信通院发布的《中国数字经济发展研究报告(2023年)》，2022年，中国数字经济规模达到50.2万亿元，增速已连续11年显著高于同期GDP增速，数字经济占GDP比重达到41.5%。中国经济已迈入数字化转型发展的深水区。                            
但相较大浪潮而言，中国企业的数字化转型比例仅为25%，远低于欧洲的46%和美国的54%。中国的企业分布是金字塔型的，但数字化转型进程确是图钉型的，大型企业踏浪而行，而为数众多的中小微企业转型之路却步履艰难。这主要是因为技术、资金、运营问题宛如“三座大山”，挡住了中小微企业的数字化进程的洪流。                            
                            
                            
                            
此外，从动态视角来看，中小微企业发展较为迅速，横跨多个阶段，各个阶段皆有不同的数字化需求。具体可以划分为：初创期、探索期、发展期、扩张期四个阶段。为满足小微企业不同阶段的云服务需求，畅捷通打造了完善的产品矩阵，对小微企业数智化转型实现全生命周期赋能。易报税、易代账满足初创期企业基础的合规数字化需求；好会计、好生意帮助探索期企业进行智能云财税管理、进销存管理，助力业务短平快发展；好业财推动业务财务一体化，助力发展期企业降本增效；T+Cloud推动“人、财、客、货”一体化，助力扩张期企业实现全面数智化转型。                            
总结来看，中小微企业的数智化需求是如此复杂且多变，因此对中小微企业的整体数智化转型而言，需要更多的生态伙伴以开放的融合姿态协力帮扶，共建数智化发展路径，帮助小微企业加速步入数智时代。近年来畅捷通加速生态布局，主动开启集成与被集成的生态合作新模式，畅捷通与行业领先的技术、平台、解决方案厂商等战略生态伙伴，对产品集成互补、联合营销，为小微企业提供持续且深度的优质服务。围绕核心业务场景，与各类ISV生态伙伴，将产品及服务形成集成方案，相互在产品/技术上赋能客户业务场景，增加客户黏性，提升用户体验，通过实现用户场景服务打通，满足企业用户专业化服务需求。                            
在第十三届小微企业关爱行动上，畅捷通还联合生态伙伴，从企业数智化、普惠金融、飞天免费试用、孵化专精特新四大维度重磅发布扶持性计划。千行百业加速数智化转型，企业所处阶段参差不齐，一对一的帮扶/赋能宛若丝线，唯有拉丝成网方能彻底搬开困扰小微企业的技术、资金、运营“三座大山”。                            
秉承全方位开放模式，已与多位合作伙伴实现协同发展、生态共赢。未来，畅捷通将继续加强生态布局，搭建完整的生态开放平台，加快拓展全领域生态合作伙伴，形成合力，共同以多维度的数智赋能推动小微企业数智化成长，以生态赋能模式为小微企业数智发展贡献更多新价值。                            
畅捷通信息技术股份有限公司                            
畅捷通信息技术股份有限公司（股份代码：1588.HK）是用友旗下成员企业。作为中国领先的小微企业财税及业务云服务提供商，公司秉承“用创想与技术推动小微企业发展/进步”的使命，以员工快乐工作，成就事业，分享成功的平台为愿景，致力于为小微企业提供社交化、个性化、服务化、小量化的生意管理支持。",积极,积极,1.0
118,"2023年5月18日中科曙光（603019）发布公告称公司于2023年5月18日召开业绩说明会。具体内容如下：问：请公司在我国数字经济发展过程中有哪些布局，目前发挥了怎样的作用。答：您好，数字经济对我国算力基础设施、政企数字化转型、数据安全提出更高的要求，公司在算力基础设施领域深耕多年，率先在国家算力枢纽节点落地多个智能计算基础设施，并推出全国一体化算力服务平台，赋能人工智能产业化发展。在数字化领域，曙光云已构建起支撑数字化转型升级的云基础设施，为政企、教育、金融等领域提供丰富的应用场景支撑。在数据安全领域，公司以自研技术实现基础设施数据安全的最大化，分布式存储产品被收录于国家工业信息安全发展研究中心《数据基础设施安全研究报告》，子公司曙光智算成为首批通过中国信通院可信算力评测的厂商之一。感谢您对公司的关注。问：您好，请公司截至2023年第一季度股东人数共有多少？答：您好，截止至2023年第一季度末，公司股东总人数为179,721。感谢您对公司的关注。问：数字经济对IT设备能耗出了比较高的要求，请公司在IT设备节能方面有哪些产品及优势。答：您好，公司对数据中心基础设施液态冷却技术具有深入研究，同时拥有专业技术和产品研发体系。子公司曙光数创通过大量试验，不断优化冷却介质化学成分，同时就冷却介质与服务器等电子设备中所应用的数千种材料进行兼容性实验，各种材料的兼容性实验累计历时数十万小时，建立了已知冷却介质的物化特性参数及其材料兼容性数据库，并制定了冷却介质及材料兼容性标准。目前公司主要液冷产品包括浸没相变液冷数据中心基础设施、冷板液冷数据中心基础设施、模块化数据中心、液冷集装箱数据中心等已在多地区、多领域落地应用，有力地推进了我国数据中心的绿色建设。感谢您对公司的关注。问：公司计算服务2022年供多少算力服务，是否实现盈亏平衡，未来增速如何。答：您好，公司于2022年完成算力一体化平台开发及布局，依托各地各类算力中心，以原生的底层资源、市场化的运营机制、开放的生态体系以及丰富的增值服务为支撑，为用户提供“先进、绿色、无损算力”和“集算力、数据、应用、运营、运维为一体的服务”，目前该项业务处于发展初期。随着数字经济的发展和人工智能技术的进步，我国算力需求不断增大，公司将通过加大研发投入、拓展市场，逐步提升盈利能力。感谢您对公司的关注。问：公司毛利润率继续增长，后续是否仍有升毛利的空间。答：您好，公司在高端计算机领域具有核心竞争力，同时拓展解决方案设计、核心配件等高附加值业务。公司将继续专注核心产品研发，继续加大高附加值业务占比，持续提升公司盈利能力。感谢您对公司的关注。问：请目前公司浸没相变液冷服务器工况下PUE能到多少？阿里自研的单相液冷服务器PUE是12，公司的优势能有多少？目前主要竞争对手，例如浪潮、新华三等，在一季度中国电信招投标项目中，中标金额大于中科曙光，对此公司有什么应对策略？答：您好，曙光浸没式相变液冷技术可助数据中心实现全地域全年自然冷却，PUE值最低可降至1.04。目前公司对数据中心基础设施液态冷却技术具有深入研究，同时拥有专业技术和产品研发体系，公司的浸没相变液冷技术在技术指标、能效水平等方面具有优势；公司产品线比较全面，主要产品浸没相变液冷数据中心基础设施、冷板液冷数据中心基础设施、模块化数据中心、液冷集装箱数据中心等已在多地区、多领域落地应用。公司也将持续提升自身产品和服务竞争力，积极扩大市场。感谢您对公司的关注。关于本次业绩说明会活动的主要问题情况如上，更多互动情况详见上证路演中心（http//roadshow.sseinfo.com）。中科曙光（603019）主营业务：公司以IT核心设备研发、生产制造为基础,对外提供高端计算机、存储、安全数据中心等ICT基础设施产品,大力发展云计算、大数据、人工智能、边缘计算等先进计算业务,为用户提供全方位的信息系统服务解决方案。中科曙光2023一季报显示，公司主营收入22.98亿元，同比上升5.39%；归母净利润1.31亿元，同比上升19.92%；扣非净利润4880.77万元，同比上升24.24%；负债率42.7%，投资收益5292.76万元，财务费用-1291.97万元，毛利率24.04%。该股最近90天内共有25家机构给出评级，买入评级21家，增持评级4家；过去90天内机构目标均价为60.67。以下是详细的盈利预测信息：融资融券数据显示该股近3个月融资净流入7.28亿，融资余额增加；融券净流出3.97亿，融券余额减少。根据近五年净流入数据， 中科曙光（603019）行业内竞争力的护城河良好，盈利能力一般，营收成长性良好。财务相对健康，须关注的财务指标包括：应收账款/利润率。该股好公司指标3.5星，好价格指标2星，综合指标2.5星。（指标仅供参考，指标范围：0 ~ 5星，最高5星） ",中性,积极,0.0
119,"5月18日-21日，第七届世界智能大会在天津国家会展中心举行。作为第七届世界智能大会“高级合作伙伴”，天津航空从乘务员队伍中选拔出8名乘务员组成保障团队亮相本届世界智能大会，为大会提供开幕式、闭幕式的形象礼仪、会场导引、贵宾迎送等多项服务保障，为第七届世界智能大会增添一抹亮丽的色彩。                            
                            
图 天航乘务员作为礼仪人员亮相智能大会                            
据了解，今年天津航空选派出的礼仪保障团成员均为00后。为确保礼仪服务质量，天津航空优中选优，对8名成员进行了包括微笑、站姿、指引、交谈、递送等规范礼仪行为指导。礼仪保障团队克服时间紧、任务重的困难，提前参加彩排、熟悉引导路线、适应会场环境，竭力准备为第七届世界智能大会做好服务保障工作，用她们身上洋溢着的青春气息，展现空乘人员“积极、阳光、温暖”的服务形象。                            
                            
图 天航乘务员在智能大会现场                            
未来，天津航空将紧跟国家战略方向，始终践行中国民航“真情服务”理念。作为扎根天津的本土航空企业，海航航空旗下天津航空将继续服务于天津、服务于国家，积极参与“智慧民航”建设，为中国民航高质量发展贡献出一份力量。",中性,积极,0.0
120,"截至2023年5月19日收盘，首旅酒店(600258)报收于19.12元，上涨0.42%，换手率1.05%，成交量11.24万手，成交额2.14亿元。5月19日的资金流向数据方面，主力资金净流入2154.73万元，占总成交额10.08%，游资资金净流出3316.59万元，占总成交额15.51%，散户资金净流入1161.86万元，占总成交额5.43%。首旅酒店2023一季报显示，公司主营收入16.56亿元，同比上升36.57%；归母净利润7719.09万元，同比上升133.22%；扣非净利润4816.57万元，同比上升118.61%；负债率58.02%，投资收益-506.8万元，财务费用1.07亿元，毛利率30.66%。首旅酒店（600258）主营业务：中高端及经济型酒店的投资与运营管理,并兼有景区经营业务。。该股最近90天内共有28家机构给出评级，买入评级17家，增持评级11家；过去90天内机构目标均价为29.24。根据近五年财报数据， 首旅酒店（600258）行业内竞争力的护城河良好，盈利能力一般，营收成长性较差。财务可能有隐忧，须重点关注的财务指标包括：货币资金/总资产率、应收账款/利润率、应收账款/利润率近3年增幅、经营现金流/利润率。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",积极,中性,0.0
121,"截至2023年5月19日收盘，中恒电气(002364)报收于8.11元，下跌0.25%，换手率1.27%，成交量6.66万手，成交额5412.49万元。5月19日的资金流向数据方面，主力资金净流出189.97万元，占总成交额3.51%，游资资金净流出932.77万元，占总成交额17.23%，散户资金净流入1122.74万元，占总成交额20.74%。中恒电气2023一季报显示，公司主营收入2.69亿元，同比上升6.31%；归母净利润630.82万元，同比上升10.97%；扣非净利润439.58万元，同比上升17.01%；负债率28.53%，投资收益-9.43万元，财务费用-53.6万元，毛利率26.32%。中恒电气（002364）主营业务：致力于为数据中心、新能源车充换电、通信/电力网络等新型基础设施建设提供高效、节能、可靠的电气设备,为能源数字化/精细化管理、新能源开发利用提供专业技术服务,全力推动能源高效、低碳利用和能源互联共享网络建设。。根据近五年财报数据， 中恒电气（002364）行业内竞争力的护城河一般，盈利能力较差，营收成长性较差。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、应收账款/利润率近3年增幅、经营现金流/利润率。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",消极,消极,1.0
122,"截至2023年5月19日收盘，立方制药(003020)报收于51.92元，上涨5.4%，换手率2.26%，成交量1.23万手，成交额6328.25万元。5月19日的资金流向数据方面，主力资金净流出294.02万元，占总成交额4.65%，游资资金净流出209.06万元，占总成交额3.3%，散户资金净流入503.08万元，占总成交额7.95%。立方制药2023一季报显示，公司主营收入8.12亿元，同比上升29.14%；归母净利润6614.17万元，同比上升40.35%；扣非净利润6510.01万元，同比上升48.35%；负债率32.66%，投资收益-36.57万元，财务费用-155.44万元，毛利率36.54%。立方制药（003020）主营业务：药品制剂及原料药的研发、生产、销售,药品与医疗器械的批发、零售。。该股最近90天内共有5家机构给出评级，买入评级3家，增持评级2家；过去90天内机构目标均价为65.7。根据近五年财报数据， 立方制药（003020）行业内竞争力的护城河一般，盈利能力一般，营收成长性一般。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、存货/营收率增幅。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",消极,中性,0.0
123,中体产业(600158)05月19日在投资者关系平台上答复了投资者关心的问题。投资者：一、为了实现内循环总体方针。消费这架马车首当其冲。刺激消费带动服务行业。举办各种大小体育赛事是带动服务业复苏带动城市活力最好方式。请问贵公司今年有没有收到体育总局制定的活动方案。二、全民体育、体育教育领域纳入中小学重点范围。业务将会迎来春天。请问贵公司有没有在此布局。中体产业董秘：2023年是全面贯彻落实党的二十大精神的开局之年，我国坚持稳中求进的工作总基调，推动高质量发展，释放内需潜力和市场活力，着力提振市场信心，扎实推进中国式现代化建设，这将会对体育消费形成较大刺激并逐步推动体育产业发展回暖。公司将围绕集团多元化和公司专业化的发展方向，聚焦赛事活动、体育传播、教育培训、体育彩票、线下体育空间平台、线上数字科技平台，以及品牌运营、资本运作、标准认证、研究咨询和体育地产等细分板块开展业务，奋力开创公司高质量发展的新局面。中体产业2023一季报显示，公司主营收入2.37亿元，同比上升15.41%；归母净利润-5078.71万元，同比上升3.33%；扣非净利润-4925.19万元，同比上升7.21%；负债率53.25%，投资收益586.51万元，财务费用-321.65万元，毛利率19.23%。该股最近90天内共有2家机构给出评级，增持评级1家，中性评级1家；过去90天内机构目标均价为8.22。近3个月融资净流入2333.52万，融资余额增加；融券净流入194.33万，融券余额增加。根据近五年财报数据， 中体产业（600158）行业内竞争力的护城河一般，盈利能力一般，营收成长性一般。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、应收账款/利润率近3年增幅、存货/营收率。中体产业（600158）主营业务：赛事活动组织、市场开发、体育营销及体育经纪、国际体育交流合作与服务贸易;休闲健身;体育空间内容与运营;体育教育培训;体育科技与信息化服务;体育彩票服务、体育标准化服务和认证检测;投资管理;体育媒体与版权;体育地产等。 ,中性,中性,1.0
124,　　剑桥科技5月19日晚公告，公司于当日收到HK Holding出具的《集中竞价减持股份结果告知函》。截至2023年5月19日，本次减持计划披露的减持时间区间届满。在本次减持计划实施期间内，HK Holding已累计通过集中竞价交易方式减持公司股份361.6万股，占减持计划披露日公司股份总数的1.41%，本次减持计划实施完毕。                  ,消极,中性,0.0
125,"截至2023年5月19日收盘，中来股份(300393)报收于13.22元，下跌0.53%，换手率1.02%，成交量9.77万手，成交额1.3亿元。5月19日的资金流向数据方面，主力资金净流出582.76万元，占总成交额4.5%，游资资金净流出513.04万元，占总成交额3.96%，散户资金净流入1095.81万元，占总成交额8.45%。近5日资金流向一览见下表：该股主要指标及行业内排名如下：中来股份2023一季报显示，公司主营收入27.08亿元，同比上升34.78%；归母净利润1.03亿元，同比上升15.68%；扣非净利润1.26亿元，同比上升62.09%；负债率72.68%，投资收益117.57万元，财务费用2436.88万元，毛利率17.12%。中来股份（300393）主营业务：光伏背板、N型高效单晶电池和组件的研发、生产与销售,以及光伏应用系统的设计、开发、销售与运维,侧重于分布式户用光伏领域,形成了光伏背板、高效电池及组件、光伏应用系统三大业务板块。。该股最近90天内共有7家机构给出评级，买入评级5家，增持评级2家。根据近五年财报数据， 中来股份（300393）行业内竞争力的护城河良好，盈利能力一般，营收成长性较差。可能有财务风险，存在隐忧的财务指标包括：有息资产负债率、应收账款/利润率、应收账款/利润率近3年增幅、经营现金流/利润率。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交",消极,中性,0.0
126, 5月20日丨有投资者在互动平台向华峰超纤公司提问：请贵司管理层给股东和投资者说一下，投资者业绩见面会说的，超纤和威富通业务转型情况，需要多久转型成功？业绩能否快速提升？华峰超纤回应：超纤业务将瞄准绿色低碳的发展趋势，持续推进技术创新和成果转化，加快水性、低碳、生物基类产品项目、功能型超纤项目等的研究开发与市场转化，实现“强品牌”，提升华峰超纤的的市场影响力，重塑市场定价权。威富通将继续坚持夯实基础支付业务，下沉拓展区域性银行客户的总体规划。针对核心银行客户数字化转型需求，提供精准服务，不断向数字银行解决方案提供商转型。,积极,积极,1.0
127,2023年5月19日，万润股份（002643）获外资买入21.92万股，占流通盘0.02%。截至目前，陆股通持有万润股份898.78万股，占流通股1.00%，累计持股成本1.65元，持股盈利874.95%。　　万润股份最近5个交易日下跌5.95%，陆股通累计净买入89.62万股，占流通盘0.10%，区间平均买入价15.95元；最近20个交易日下跌8.15%，陆股通累计净卖出98.03万股，占流通盘0.11%，区间平均卖出价17.17元；最近60个交易日下跌15.83%，陆股通累计净卖出277.58万股，占流通盘0.31%，区间平均卖出价17.51元。万润股份近期外资成交明细一览表日期持股量占流通股（%）日净买入额（元）日净交易量（股）累计持股成本（元）2023-5-19898.78万1.00351.53万21.92万1.652023-5-18876.86万0.98-466.48万-29.24万1.292023-5-17906.1万1.01688.57万43.63万1.772023-5-16862.47万0.961132.5万72.28万1.062023-5-15790.19万0.88-309.73万-18.97万-0.282023-5-12809.15万0.908.55万49320.112023-5-11808.66万0.90-31.89万-1.83万0.102023-5-10810.49万0.90199.57万11.54万0.142023-5-9798.95万0.8910.51万6050-0.112023-5-8798.35万0.8998.43万5.64万-0.12,积极,消极,0.0
128,"以下是九牧王在北京时间5月22日09:36分盘口异动快照：                            
                            
5月22日，九牧王盘中快速反弹，5分钟内涨幅超过2%，截至9点36分，报12.53元，成交1441.62万元，换手率0.20%。                            
                            
分笔09:36:0512.53123↑09:36:0212.50242↑09:35:5912.48191↓09:35:5612.49114↑09:35:5312.4535↓09:35:5012.48131↑09:35:4712.4320↑09:35:4412.4283↑09:35:4112.3951↑09:35:3812.38261↑报价卖五12.5845卖四12.5722卖三12.5618卖二12.559卖一12.543买一12.53417买二12.51买三12.493买四12.48104买五12.4567最新：12.53涨幅：1.29%涨跌：0.16换手率：0.20%成交量：1.18万手成交额：1441.62万元主力净流入：-3.85万元                            
                            
  5月22日，                            
九牧王                            
盘中快速反弹，5分钟内涨幅超过2%，截至9点36分，报12.53元，成交1441.62万元，换手率0.20%。                            
注：以上信息仅供参考，不对您构成任何投资建议。",中性,中性,1.0
129,5月19日，鲁阳节能（002088）融资买入60.11万元，融资偿还377.36万元，融资净卖出317.25万元，融资余额5103.05万元，近20个交易日中有14个交易日出现融资净买入。融券方面，当日融券卖出8700.0股，融券偿还2.16万股，融券净买入1.29万股，融券余量9.51万股。融资融券余额5285.07万元，较昨日下滑6.06%。小知识融资融券：融资余额增加反映市场做多情绪强化，融资余额减少反映市场观望情绪或者看空情绪强化；相应的，融券余额增加反映市场看空情绪增强，融券余额减少反映市场观望情绪增强或者看多情绪增强。需注意的是，由于融资融券的财务杠杆效应，融资融券对投资者来说也是一把双刃剑，好比放大镜一般，盈利情况下，利润会成倍增长，亏了也能把亏损放大很多。 ,积极,中性,0.0
130,"唯万密封(301161)05月22日在投资者关系平台上答复了投资者关心的问题。                            
投资者：                            
请问截止到5月20日公司在册的股东人数是多少？谢谢。                            
唯万密封董秘：                            
尊敬的投资者您好，截至2023年5月20日，公司股东户数为9,443户。感谢您的关注！                            
唯万密封2023一季报显示，公司主营收入1.01亿元，同比下降16.13%；归母净利润1726.08万元，同比下降23.03%；扣非净利润1639.15万元，同比下降26.77%；负债率9.67%，投资收益95.42万元，财务费用-79.83万元，毛利率37.41%。                            
该股最近90天内共有2家机构给出评级，买入评级2家；过去90天内机构目标均价为32.0。近3个月融资净流出1506.15万，融资余额减少；融券净流出3472.63万，融券余额减少。根据近五年财报数据， 唯万密封(301161)行业内竞争力的护城河一般，盈利能力良好，营收成长性良好。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、经营现金流/利润率。    
唯万密封(301161)主营业务：液压气动密封产品研发、生产和销售。                            ",积极,消极,0.0
131, 5月22日丨携程(TCOM.US)盘前涨1.59%，报33.78美元。港股旅游股今日走俏，携程港股收涨2.2%。消息上，5月19日中国旅游日，携程整体旅游订单量同比增长269%，环比上周同期增长一成左右，当日平台交易额超过25亿元。,积极,积极,1.0
132,隆平高科（000998）05月22日陆股通净卖出183.72万元。隆平高科近5日陆股通资金呈现持续卖出状态，近5日北上资金累计净卖出2884.06万元。,消极,中性,0.0
133,"以下是山科智能在北京时间5月23日10:14分盘口异动快照：                            
                            
5月23日，山科智能盘中快速上涨，5分钟内涨幅超过2%，截至10点14分，报32.32元，成交1192.16万元，换手率1.27%。                            
                            
分笔10:14:4232.3234↑10:14:3932.2814↑10:14:3632.2315↓10:14:3332.2521↓10:14:3032.2917↑10:14:2732.2636↑10:14:2432.215↓10:14:2132.2561↑10:14:1832.1939↓10:14:1532.2029↓报价卖五32.464卖四32.414卖三32.410卖二32.364卖一32.343买一32.3211买二32.3147买三32.296买四32.276买五32.251最新：32.32涨幅：2.18%涨跌：0.69换手率：1.27%成交量：3760.01手成交额：1192.16万元主力净流入：-29.16万元                            
                            
  5月23日，                            
山科智能                            
盘中快速上涨，5分钟内涨幅超过2%，截至10点14分，报32.32元，成交1192.16万元，换手率1.27%。                            
注：以上信息仅供参考，不对您构成任何投资建议。",中性,中性,1.0
134,"截至2023年5月23日收盘，ST鼎龙(002502)报收于2.14元，上涨4.9%，换手率5.69%，成交量47.4万手，成交额9971.11万元。5月23日的资金流向数据方面，主力资金净流入1817.29万元，占总成交额18.23%，游资资金净流出962.1万元，占总成交额9.65%，散户资金净流出855.18万元，占总成交额8.58%。近5日资金流向一览见下表：该股主要指标及行业内排名如下：ST鼎龙2023一季报显示，公司主营收入1.01亿元，同比上升20.48%；归母净利润-943.9万元，同比上升63.59%；扣非净利润-964.01万元，同比上升63.39%；负债率25.29%，投资收益103.97万元，财务费用85.06万元，毛利率28.78%。ST鼎龙（002502）主营业务：钛矿业务,游戏、影视业务。。根据近五年财报数据， ST鼎龙（002502）行业内竞争力的护城河较差，盈利能力较差，营收成长性较差。可能有财务风险，存在隐忧的财务指标包括：货币资金/总资产率、应收账款/利润率、应收账款/利润率近3年增幅、存货/营收率增幅、经营现金流/利润率。）资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",积极,消极,0.0
135,"截至2023年5月23日收盘，华森制药(002907)报收于16.27元，上涨2.59%，换手率1.89%，成交量5.72万手，成交额9349.94万元。5月23日的资金流向数据方面，主力资金净流入84.43万元，占总成交额0.9%，游资资金净流入339.59万元，占总成交额3.63%，散户资金净流出424.02万元，占总成交额4.54%。近5日资金流向一览见下表：该股主要指标及行业内排名如下：华森制药2023一季报显示，公司主营收入1.88亿元，同比下降7.61%；归母净利润3010.05万元，同比上升2.55%；扣非净利润2857.56万元，同比上升3.35%；负债率15.48%，投资收益-173.04万元，财务费用-312.84万元，毛利率60.31%。华森制药（002907）主营业务：公司是一家集药品研发、生产、销售于一体的综合型制药企业,业态覆盖医药工业、医药商业及医药零售。。根据近五年财报数据， 华森制药（002907）行业内竞争力的护城河一般，盈利能力一般，营收成长性较差。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、应收账款/利润率近3年增幅、经营现金流/利润率。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",积极,中性,0.0
136,"截至2023年5月23日收盘，天下秀(600556)报收于7.07元，下跌0.28%，换手率1.12%，成交量20.28万手，成交额1.43亿元。5月23日的资金流向数据方面，主力资金净流入220.94万元，占总成交额1.54%，游资资金净流出205.17万元，占总成交额1.43%，散户资金净流出15.77万元，占总成交额0.11%。天下秀2023一季报显示，公司主营收入9.55亿元，同比下降17.65%；归母净利润1903.08万元，同比下降79.58%；扣非净利润1673.11万元，同比下降82.85%；负债率34.02%，投资收益36.94万元，财务费用34.88万元，毛利率20.18%。天下秀（600556）主营业务：新媒体商业,红人经济生态链创新业务。。该股最近90天内共有8家机构给出评级，买入评级6家，增持评级2家；过去90天内机构目标均价为8.85。根据近五年财报数据， 天下秀（600556）行业内竞争力的护城河一般，盈利能力一般，营收成长性良好。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、应收账款/利润率近3年增幅。该股好公司指标2星，好价格指标1.5星，综合指标1.5星。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",积极,消极,0.0
