input,response,output
    【文灿股份：第三季度净亏损446.13万元】10月27日电，文灿股份公布2021年第三季度报告，公司实现营业收入9.33亿元，同比增长14.88%；归属于上市公司股东的净利润为-446.13万元；归属于上市公司股东的扣除非经常性损益的净利润为-589.95万元；基本每股收益为-0.0174元。      ,汽车零部件,汽车零部件
    ■11月4日，上汽集团发布公告，10月新能源汽车销量（含上汽通用五菱）为76，988辆，同比增58％；1－10月累计销量555，896辆，累计同比增187．57％。          ■11月4日消息，特斯拉（中国）官网显示于11月1日上线的融资租赁0首付选项已经被取消，最低首付调整为10％。对此特斯拉方面表示，0首付导致订单量激增，担心影响交付周期。          ■11月4日，自动驾驶初创公司Momenta已完成C＋轮超过5亿美元融资，C轮累计融资额超10亿美元，系自动驾驶领域2021年以来中国最大规模的融资。本轮融资领投的有中国战略投资方上汽集团。          ■11月3日，上海市发展改革委、市财政局等相关部门印发了《关于支持本市燃料电池汽车产业发展若干政策》，政策表示，整车奖励标准20万元，零部件3万元。          ■11月4日，新浪财经消息，美国打车软件巨头优步已与特斯拉公司达成协议，为其在伦敦的司机提供特斯拉的电动汽车。优步表示，其目标是到2025年拥有一支全电动车队。          ■11月3日，大众正式发布ID家族中的第四款量产车型ID．5。ID．5定位于一款纯电动紧凑型轿跑SUV，并推出其高性能车型ID．5 GTX。          ■11月4日，亿纬锂能表示，计划在荆门市掇刀区完成固定资产投资305．21亿元，建设年产152．61GWh的荆门动力储能电池产业园。          ■图说：11月4日，小鹏汽车P7新增车型正式上市。新车推出2款车型，官方指导价23．29－26．99万元。    ,汽车整车,汽车整车，汽车零部件
    1、蔚来与中国石油首座第二代换电站正式上线11月24日，蔚来汽车与中国石油全国首座第二代换电站正式落地咸阳。其中，蔚来在今日共上线三座换电站，补能网络建设速度逐步加快。          目前，截止至2021年11月24日，蔚来已在全国部署640座换电站，其中高速换电站130座，486座超充站、584座目的地充电桩，接入430000＋第三方充电桩。          2、万达汽车科技服务公司成立，注册资本1亿11月24日，企查查App显示，11月22日，万达汽车科技服务有限公司成立，法定代表人曾茂军，注册资本1亿元。经营范围含汽车新车销售；汽车零配件批发；机动车充电销售；家用电器销售；专业设计服务等。股东信息显示，该公司由大连万达集团股份有限公司、泰庆（北京）科技有限公司共同持股。          3、浙江将建近50座加氢站加快氢燃料电池汽车产业培育11月24日，浙江省发展改革委召开媒体吹风会，介绍《浙江省加快培育氢燃料电池汽车产业发展实施方案》相关情况。《实施方案》提出，到2025年，浙江省氢燃料电池汽车产业生态基本形成，产业链上具有一批竞争力强的优势龙头企业。氢燃料电池相关基础材料、关键零部件等核心技术攻关取得积极进展，达到国内先进水平。政策法规体系逐步健全。重点区域产业化应用取得明显成果，在公交、港口、城际物流等领域推广应用氢燃料电池汽车接近5000辆，规划建设加氢站接近50座。          4、首批限量版将于12月交付，HUMMER EV即将投产日前，我们从外媒获悉，通用旗下纯电硬派车型——HUMMER EV即将开始投产，首批First Edition版本车型将于12月开始交付用户，该车续航里程可达329英里（约合529公里）。          截至目前，在12．5万名意向客户中，已经有近一半用户预订了HUMMER EV。而在此前现任美国总统拜登试驾该车型后，HUMMER官网访问量增加了230％。          5、小米电动汽车团队已超500人11月23日，小米集团公布2021年第三季度业绩，其中财报披露，目前小米智能电动汽车团队成员已超过500人，智能电动汽车预计将于2024年上半年正式量产。          6、小鹏与高通正式签署战略合作协议日前，从官方获悉，小鹏汽车与高通正式签署战略合作协议，双方将共同推动骁龙汽车数字座舱平台在小鹏汽车全系车型中的采用。同时，双方将持续投入，积极合作以推进未来代际的骁龙汽车数字座舱平台在小鹏汽车后续车型上的采用。          7、长城汽车欧洲总部落地慕尼黑11月22日，长城汽车官方宣布，其已于11月18日正式在慕尼黑开设德国子公司并设立欧洲总部，作为开拓欧洲大陆市场的中心。          据悉，长城汽车欧洲总部的职能将涵盖研发、销售、管理等，其中，研发将集中在整车集成、车辆部件开发、电子动力系统平台开发和集成、智能驾驶和车联网等领域。关于慕尼黑团队的组建，长城汽车方面透露预计到2022年初，总人数将增加到近300人。,汽车整车,汽车整车，汽车服务
"    得益于我国经济总量增长与国家相关政策营造的有利环境，我国减速机行业等通用设备制造业近年来整体呈现出持续健康发展态势。减速机是各类工业传动系统的重要基础部件之一，被广泛应用于国民经济各领域。我国减速机行业知名企业浙江通力传动科技股份有限公司(下称：通力科技)近日也谋求上市。          通力科技此次IPO聘请的的券商为安信证券，会计师事务所为立信会计师事务所。6月30日，深交所受理了通力科技的上市申请,7月28日进入问询阶段。《商务财经》梳理招股书和公开信息后发现，通力科技存在募投项目信息披露数据打架的问题，且其部分上游公司频频因环境违法而遭受处罚。          供应商频遭环保处罚招股书披露，通力科技是一家专业从事减速机的研发、生产、销售及服务的高新技术企业，主要产品为减速机。          通力科技主要原材料包括电机、铸件、钢材、锻件及轴承等。2018年至2021年1-6月(下称：报告期)，通力科技主要原材料合计采购金额分别为15,362.69万元、14,566.08万元、18,847.62万元、13,453.20万元，占生产性物料采购总额的比例分别为75.29%、76.08%、76.76%、77.00%。          在查看通力科技报告期内向前五名供应商的情况时，《商务财经》发现有几家供应商在报告期内频频遭受环保处罚。          据招股书，浙江新菱电机有限公司(下称：新菱电机)在报告期各年度都位列通力科技前五大供应商之首，通力科技向其采购电机的金额分别为1,285.83万元、1,210.31万元、1,696.96万元、1,193.33万元。          据绿网显示，新菱电机在2020年至2021年多次遭受环保处罚。2020年9月10日，台州市生态环境局黄岩分局对新菱电机进行现场检查时，发现新菱电机车间正在生产，厂区西边车间堆放着约15公斤废乳化液、西北角车间堆放着6个废油漆桶，该行为构成了环境违法，黄岩分局对新菱电机处以10.00万元罚款。          2021年7月6日，台州市生态环境局黄岩分局发布信息，内容显示台州市生态环境局黄岩分局再次对新菱电机做出处罚，处罚原因为“新菱电机产生含挥发性有机废气的浸漆过程未按要求在密闭空间进行，擅自于1990年5月开始在台州市黄岩区新前街道新塔建成并于1991年开始从事电机、铁铸件制造至今”，新菱电机被处以28,000.00元罚款。          福建圣华铸造有限公司(下称：圣华铸造)是通力科技2018年排名第三的供应商，通力科技向其采购铸件及其他产品共1,068.14万元。          《商务财经》查询绿网发现，2018年圣华铸造曾因环境违法被行政处罚。2018年1月29日，寿宁县环境保护局在对该公司进行调查时发现其二期工程需要配套建设的环境保护设施未经验收，建设项目即投入生产；工业固体废物露天堆放，两项违法行为共计罚款21.00万元。          常州市南方电机有限公司(下称：南方电机)2019年开始成为通力科技的前五大供应商，2019年至2021年1-6月，通力科技向其采购电机，采购金额分别为742.64万元、944.99万元、749.28万元。          2020年10月9日，常州市武进环保局对该公司作出行政处罚，处罚理由为南方电机违反挥发性有机废气管理制度案，罚款6.00万元。据企查查，《商务财经》还发现南方电机早在2016年就因产品质量低劣、危害人身财产安全，被常州市武进区市场监督管理局高新区分局处以罚款1.80万元并没收违法所得和非法财物。          募投项目信披存疑根据招股书，此次IPO，通力科技共募集资金34,519.33万元，将全部投入至三个项目中，分别为新增年产5万台工业减速机智能工厂技改项目(下称：智能工厂项目)、研发中心升级技改项目(下称：研发中心项目)、补充流动资金项目。          其中，智能工厂项目拟使用募集资金金额20,478.13万元，计划对现有生产工厂进行技术升级改造，建设期为2年。研发中心项目拟使用募集资金5,041.20万元。两项目共计使用资金25,519.33万元。          以上两个项目共用一份环评文件，环评文件也将两个项目的投资金额合并，环评文件中显示，两个项目的总投资为23,689.00万元，与招股书披露的相差了1,830.33万元。          (数据来自环评文件)不仅如此，对该项目的总建筑面积，备案文件和环评文件也各执一词。          通过查询招股书内以上两个项目的备案号，我们发现两份备案文件中的总建筑面积皆为71,307.45平方米，而环评文件中总建筑面积却为71,022.79平方米，二者相差284.66平方米。          通力科技此次聘请的环评文件编制机构为浙江瑞阳环保科技有限公司(下称：瑞阳环保)，《商务财经》发现该公司在2018年曾被黑龙江省环保厅因编制的环评文件存在较大问题而勒令整改。面对项目资金、面积和其他公开信息中数据的“打架”现象，通力科技和瑞阳环保或需给出解释。          此外，通力科技在员工社保缴纳方面也出现信披不一的情况。          招股书披露，报告期各期末，通力科技的员工人数分别为399人、445人、458人、476人，同期通力科技为员工社保缴纳的人数分别为262人、310人、401人、393人，未缴纳社保人数达137人、135人、57人和83人。          截至招股书签署日，通力科技并无控股子公司和参股公司，报告期内也无新增或注销的子公司。          我们通过查询企信网通力科技工商年报，发现2018年年报中工伤保险缴纳人数为384人，其余四项保险为267人，皆与招股书中262人存出入。      ",汽车零部件,其他交运设备
"    12月31日电，2021年12月29日，华阳集团接受来自中信证券等2家机构的调研，本次调研采取特定对象调研的形式，会上董事会秘书 李翠翠,华阳多媒体总经理助理 张环宇回答了相关问题：          1、公司HUD产品业务进展情况及核心竞争力?答:公司W-HUD1.0、W-HUD2.0及AR-HUD均已实现量产。今年以来获得长城、长安、广汽、东风本田、北汽、奇瑞、比亚迪、越南Vinfast等车企客户的定点项目,进入了多家国际品牌车企的供应商体系。预计订单开拓持续向好。HUD的竞争已经国际化,公司自2012年开始自主研发HUD,持续进行技术攻克,突破了阳光倒灌、图像畸变矫正、眼球追踪等核心技术。目前公司在技术储备、客户和订单数量、服务响应速度、供应链、智能制造等方面具有综合优势。2、公司座舱域控制器产品的介绍及进展?答:公司座舱域控制器产品具备高集成度和扩展性,通过虚拟化技术将不同操作系统和安全级别的功能融合到一个平台上,可实现仪表、中控、车身控制屏、HUD等多屏互联及跨屏显示,为用户提供更丰富的交互体验。目前公司已推出搭载高通、瑞萨、芯驰等多种芯片方案的座舱域控制器产品,并获得长安等多个客户的项目定点。3、公司无线充电产品的进展?答:公司无线充电产品在技术上不断升级,已实现从小功率到大功率充电的技术提升,可支持多家主流手机品牌快充,拥有自动循迹功能并融合了NFC钥匙等技术。今年以来承接了包括Stellantis集团、比亚迪丰田、悦达起亚、长安福特、现代、长城、长安、一汽、广汽、金康赛力斯、岚图汽车、奇瑞、东风等客户定点项目。4、公司与国产芯片厂商的合作情况?答:公司与杰发科技、全志科技、地平线、芯驰科技等芯片厂商均有合作,在智能座舱和智能驾驶领域已有多个量产及定点项目。5、公司智能驾驶相关业务介绍?答:公司智能驾驶拥有车载摄像头、360环视系统、DMS、APA等产品并均有量产或定点项目。公司将紧跟市场趋势逐步扩展新的产品线。6、公司精密压铸情况介绍?答:公司精密压铸业务连续多年保持稳定的较高增长率,主要产品为汽车关键零部件,目前拥有铝合金、锌合金、镁合金产品线,产品主要应用于新能源三电系统、汽车电子产品(含激光雷达、HUD等)、汽车底盘系统、转向系统、发动机及变速箱、传动系统等。公司具备一站式服务能力,在精密模具技术、精益管理、运行效率和成本管控上具备较强优势,客户优质,新订单承接持续增长。      ",汽车零部件,汽车零部件
    1月30日电，据新朋股份公布的最新一期股东人数数据显示，公司01月20日的股东人数(36500户)相较上期01月10日大幅减少-6%，户均持股市值达112911元      ,汽车零部件,其他交运设备
    事件情况：公司最新公告，2022年1月24日贝特瑞拟在大理州祥云县经济技术开发区内投资建设“年产20万吨锂电池负极材料一体化基地项目”，计划分3期建设。2022年2月16日，贝特瑞拟投资50亿元在深圳市光明区内投资建设“年产4万吨硅基负极材料项目”。          规划年产20万吨锂电池负极材料一体化项目，继续夯实公司负极龙头地位：公司拟与大理白族自治州人民政府、祥云县人民政府签署《关于年产20万吨锂电池负极材料一体化基地项目合作协议》，拟在大理州祥云县经济技术开发区内投资建设“年产20万吨锂电池负极材料一体化基地项目”，项目计划分3期建设，一期项目预计投资23.92亿元，建设包括年产5万吨锂电池负极材料一体化生产线，计划建设期12个月；二期项目规划包括新增年产5万吨锂电池负极材料一体化生产线；三期项目规划包括新增年产10万吨锂电池负极材料一体化生产线。二期、三期项目具体进度视一期项目投产后市场情况再定。若本项目一期顺利建成并实现销售，将形成新增年产5万吨锂电池负极材料产能，有助于公司进一步提升综合竞争力。整体来看，地方政府助力扩产，公司有望结合区位优势打造低成本产能，夯实公司负极龙头地位。          拟50亿元投建年产4万吨硅基负极材料项目，发力高端产品提升核心竞争力：公司拟与深圳市光明区人民政府签署《贝特瑞高端锂离子电池负极材料产业化项目投资合作协议》，拟在深圳市光明区内投资建设年产4万吨硅基负极材料项目，项目预计总投资50亿元。项目在取得深圳市光明区的建设用地后，拟分期建设，于2023年12月底前建成投产年产1.5万吨硅基负极材料产能；于2028年前实现年产4万吨硅基负极材料产能全面达产。高工锂电数据显示，2020年中国硅碳负极的出货量0.9万吨，约占全部负极材料出货量的2%。2025年，全球硅负极材料的需求预计将以70%的复合年增长率增长，行业未来几年处于高增长态势。若本项目顺利建成并全部达产，将形成新增年产4万吨硅基负极材料产能，有助于增强公司负极材料业务的市场竞争力。          投资建议：贝特瑞以锂离子电池负极材料和正极材料为核心产品，是全球行业地位突出的新能源材料研发与制造商。2022年1月新能源乘用车批发销量达到41.2万辆，同比增长141.4%，新能源车厂商批发渗透率19.0%；新能源乘用车零售销量达到34.7万辆，同比增长132.0%，新能源车国内零售渗透率达到16.6%，整体来看1月新能源车销量保持强势。从公司角度来看，近两年贝特瑞扩充了人造石墨负极材料的产能，并积极新建硅基负极材料和高镍三元正极材料生产线，为未来行业正负极材料发展趋势进行前瞻性布局。我们预计公司2021-2023年的收入分别为95.47亿元、158.17亿元、228.80亿元，增速分别为114.5%、65.7%、44.7%；净利润分别为13.72亿元、20.10亿元、28.46亿元，对应PE分别为40X、28X和19X，维持买入-A投资评级。          风险提示：规模扩张引发的管理风险、应收账款风险等      ,"汽车零部件, 汽车整车",新能源材料
"2022-03-03,上榜席位总买入6191.88万,卖出14933.77万,净额-8741.88万。      ",汽车零部件,其他交运设备
满足用户即买即用需求，苏宁易购空调送装24小时完成       近日，全国各地开启高温模式，空调销售迎来爆发。苏宁易购数据显示，6月前3天门店空调销量环比增长83%，空调安装量环比增长87%，北京、长沙、成都、济南、广州等地需求增长排在前位。为迎接空调大忙季，苏宁易购帮客10万名服务工程师在岗备战，为消费者提供免费送装服务。目前，苏宁易购在全国257个城市可实现次日达，保证24小时内上门安装完毕。据悉，全国苏宁易购帮客最高单日装机服务量可达40万台。      提升服务质量的同时，苏宁易购同步加大补贴力度。随着国内疫情形势逐渐缓解，为充分激发消费活力，各地消费补贴政策接连出台。苏宁易购积极响应政府号召，充分发挥全国性布局优势，深度参与江苏、深圳、北京等地促消费补贴活动，联合品牌、工厂、银行等各方资源，叠加政府补贴，推出999元砍大牌空调、指定空调第二件半价、空调以旧换新补贴等多重活动，助力消费增长。消费者在苏宁易购渠道购置空调等家电产品，可享受“政府+银行+苏宁易购+厂商”四重补贴。6月2日，苏宁易购宣布面向全上海市民发放首批20亿元消费券，补贴活动在其他区域亦同步开展。            随着上海市进入全面恢复正常生产生活秩序阶段，各大零售企业复工复产步伐不断加快。目前，苏宁易购全上海门店全面复工，恢复正常营业。在上海，苏宁易购已经恢复空调业务上门作业，包括配送、安装、维修。服务人员提前一日去前电联，确认小区防疫标准，严格按照防疫规范要求配送入户。此外，针对深圳、河南、山东等高温地区，苏宁易购也调配人员、加大空调送装服务力度。    ,汽车零部件,其他交运设备
    90 后男生的小时候，可能都会在床头贴过几张梦幻超跑的海报。          对于小时候的我们而言，这些「梦幻」体现在夸张的造型，流畅的线条，以及最显眼的，向上开启的剪刀门。          曾经的小朋友如今也都走在了奔三路上，年纪渐长的同时腰包也开始变鼓。但对绝大部分人而言，「剪刀门」这个儿时的梦想依然遥远。          去年，小鹏汽车正式开启了小鹏 P7 鹏翼版的交付，终于把「剪刀门」拽到了普通人可以惦记的价位。          今天，哪吒汽车正式发布了哪吒 S 耀世版，从此，普通人的「剪刀门」梦想多了一个更便宜的选择。          那么问题来了，如果你真的想买一辆平价「剪刀门」，哪吒 S 耀世版和小鹏 P7 鹏翼版，哪个是更好的选择？咱今天就来聊聊这两辆车。          受客观条件限制，我们还没见过哪吒 S 的实车，暂且只能摆一摆它和小鹏 P7 鹏翼版的纸面数据。          首先是车身尺寸。          哪吒 S 耀世版长宽高尺寸为 4980 × 1980 × 1450mm，轴距 2980mm；小鹏 P7 鹏翼版长宽高尺寸为 4880 × 1896 × 1450mm，轴距 2998mm。          哪吒 S 车身稍大些，小鹏 P7 轴距稍长些，但总的来说两者车身尺寸算是同级。至于内部空间表现如何，还是得看实车。这些数据只能分析出，两车高度一致，哪吒 S 稍宽，看起来也就会显得更低矮一些。          其次是动力续航。          小鹏 P7 鹏翼版有单电机后驱和双电机四驱两个版本。后驱版本零百加速 6.7 秒，NEDC 续航 670km；四驱版本零百加速 4.3 秒，NEDC 续航 562km。哪吒 S 耀世版这边，只有双电机四驱一个配置，零百加速 3.9 秒，CLTC 续航 650km。          关于动力，对像我这样佛系开车的人来说，其实 6.7 秒的零百加速已经很快了，放在早些年这得是 3.0T 燃油车的动力水平，但如果你是加速爱好者，那哪吒 S 还是要更强一筹。          关于续航，需要说明的一点前提是，两者采用的工况标准不一样，因此它们之间的数值比较更多只能作为定性分析。          从数值上看，哪吒 S 的四驱版续航接近小鹏 P7 后驱版，哪吒 S 的能耗表现似乎是更优的。这当中除了电池、电机等因素，哪吒 S 的风阻系数为 0.216 Cd，更小的风阻在能耗方面起到了积极的作用。          再者是豪华配置。          考虑到哪吒 S 更晚的推出时间，以及品牌向上突破的产品定位，没对比前，我就猜哪吒 S 在这一部分会更占优势。          从纸面看，情况也的确如此。哪吒 S 耀世版拥有 1.9 平方米的全景隔热变色天幕，更大的车机屏幕，以及多一个的副驾屏，8155 车机芯片 比小鹏 P7 的 820A 新了一代，AR-HUD 也是小鹏 P7 所不具备的。          此外，主副驾全频域的头枕音响、后排 8 度电动调节、前排按摩功能，也是小鹏 P7 没有的。          最后则是电动车的新战场，智能驾驶部分。          比较遗憾的是，原本我们非常期待的 TA Pilot 4.0 和激光雷达并没有出现在哪吒 S 耀世版的配置中，转而出现的是使用了 5 个雷达，11 个摄像头、仅支持高速辅助领航的 TA Pilot 3.0。          小鹏 P7 鹏翼版也支持高速领航辅助，同时，小鹏 P7 所采用的英伟达 Xavier 智驾芯片算力也要比哪吒 S 使用的德州仪器双 TDA4 方案高出近一倍。          哪吒的 TA Pilot 3.0 表现我们还没实际体验过，但不管是出于小鹏在国内智驾领域的领先地位，还是小鹏 P7 更强的智驾芯片算力，在哪吒 S 耀世版和小鹏 P7 鹏翼版的智驾部分，我更倾向于小鹏。          说了这么多，这两款车，小鹏 P7 鹏翼版的结论大家应该都看过很多了，我们不作展开，而哪吒 S 耀世版，我们可以先根据现有信息，做一个暂时的小结。          总的来说，哪吒 S 耀世版是一款顶着性价比标签的剪刀门纯电汽车。          哪吒 S 作为哪吒汽车品牌向上的代表作品，一般来说，总要比普通车型显得更厚道一些。          这是因为，当一个汽车品牌的品牌力不足时，品牌向上便需要靠产品力本身来突破。换而言之，车企对于品牌向上的首款产品总要拿出更多诚意。这些诚意往往代表着更低的利润率、更扎实的用料、更高的配置。          而哪吒 S 正是一款这样定位的车型。          那么又回到了最初的那个问题，如果你想买个平价的「剪刀门」，哪吒 S 耀世版和小鹏 P7 鹏翼版，该选谁？在这两者之间，如果你更看重加速性能、配置的丰富程度，那么哪吒 S 耀世版应该是更好的选择，值得你等一等。          但如果你更重视电动车的智能辅助驾驶能力，在没有试驾到哪吒 S 耀世版的现车前，小鹏 P7 鹏翼版可能是更稳妥的选择。          实际上，这种有来有回的结果，也更符合客观规律。什么都想要往往只存在于两种情况，一是加钱买更贵的，二是做个永不言败的等等党，看后续技术迭代的新款能不能实现又便宜又好，但每当那时，往往又出现了更强也更贵的车型。          而现在，最让我们博总纠结的，可能就是价格。哪吒 S 耀世版33.88 万元的售价，可比小鹏 P7 鹏翼版便宜了一大截。          是等等低价，还是选择现车，现在，压力来到了想买平价「剪刀门」的你这边。      ,汽车零部件,汽车整车
"    事件：2022年8月17日，德业股份发布半年度报告，2022年上半年公司实现营业收入23.73亿元，同比+23.26%；实现归母净利润4.50亿元，同比+100.41%。2022年Q2公司实现营业收入15.32亿元，同比+44.44%；实现归母净利润3.18亿元，同比+155.62%。          逆变器业务超预期大增，市场拓展与产品研发双管齐下强化竞争力。2022H1公司逆变器业务实现营收11.49亿元，同比+198.42%，占公司总营收比重提升至48.91%，已成为公司第一大业务板块。细分产品类别，其中微型并网逆变器销售收入同比+462.02%，储能逆变器同比+241.63%，组串式并网逆变器同比+91.1%。渠道端，公司在提升原有市场市占率的同时不断开拓新兴市场，设立新加坡子公司DEYEINVERTER，依托新加坡地理优势增强与东南亚、中东、澳洲市场客户的连结。研发端，储能逆变器新增单相低压16KW系列、三相高压15KW系列和三相高压50KW系列，组串式并网逆变器功率段扩至120KW-150KW，产品类别进一步丰富，可满足更多客户需求。          除湿机增速亮眼，热交换器份额进一步降低。2022H1公司除湿机产品实现营收2.80亿元，同比+49.34%。公司除湿机产品精致、智能、多功能，口碑与品牌影响力持续发酵，连续多年保持京东、天猫等线上购物平台单品销售第一的成绩。此外，公司“年产71.5万台环境电器系列产品生产线建设项目”厂房建设基本完成，未来产能将进一步扩大。H1公司原主业热交换器实现营业收入9.01亿元，同比-30.34%，总营收份额占比为37.98%。一方面下游主要大客户需求减少，另一方面随着铜、铝等原材料价格回落，热交换器均价有所降低导致营收下滑，同时热交换器业务利润空间也受到压缩。          Q2盈利能力显著提升。2022年H1公司毛利率为27.43%，同比+6.67pct；净利率为18.93%，同比+7.25pct。单Q2公司毛利率为29.13%，同比+7.22%；净利率为20.72%，同比+8.97%，环比Q1公司盈利能力显著提升，我们认为主要原因有：1)公司逆变器及除湿机较热保护器业务利润率较高，其份额提升带动盈利能力显著增强；2)大宗原材料价格有所下降，降低生产成本；3)人民币汇率贬值增厚出口业务利润。费用率方面，H1公司销售、管理、研发费用率分别为2.61%、2.08%、3.23%，同比+0.56、+0.02、+0.06pct；Q2公司销售、管理、研发费用率分别为2.88%、2.06%、3.24%，同比+0.74、-0.47、-0.02pct。          逆变器业务发展迅猛带动存货与现金流大幅提升。1)22H1期末公司货币资金及其他流动资产合计26.04亿元，同比+182.67%，主要因银行借款增加；应收账款及票据合计4.15亿元，同比+27.79%；22H1期末存货为6.33亿元，同比+40.99%，库存备货有所增加；H1期末应付账款及票据合计11.58亿元，同比+58.61%。2)周转方面，公司22H1期末存货/应收账款周转天数分别同比+14.76/-4.65天，应收周转率有所改善。3)现金流方面，公司H1经营性现金流净额为4.32亿元，同比+118.02%；Q2单季度经营性现金流净额为5.37亿元，同比+266.34%。          盈利预测：在全球光伏政策支持以及公司市场竞争力持续增强的双重优势下，我们认为公司逆变器业务将持续放量，驱动公司业绩飙升，同时除湿机业务也有望继续贡献增长。我们预计公司22-24年营业收入分别为61.90/102.55/143.66亿元，分别同比+48.5%/+65.7%/+40.1%；归母净利润12.44/22.60/33.15亿元，分别同比+115.0%/+81.8%/+46.7%,对应PE为71.86/39.53/26.95倍。          风险因素：下游行业波动、原材料价格波动、汇率波动、电子元器件紧缺、全球光伏行业政策变动、海内外疫情、线上渠道销售集中等风险。      ",汽车零部件,其他交运设备
    9月2日消息，瑞萨电子宣布推出新一代Si-IGBT（硅基绝缘栅双极晶体管）器件——该产品以更小的尺寸带来更低的功率损耗。针对下一代电动汽车（EVs）逆变器应用，AE5代IGBT产品将于2023年上半年在瑞萨位于日本那珂工厂的200mm和300mm晶圆线上开始批量生产。此外，瑞萨将从2024年上半年开始在其位于日本甲府的新功率半导体器件300mm晶圆厂加大生产，以满足市场对功率半导体产品日益增长的需求。          与当前一代AE4产品相比，用于IGBT的硅基AE5工艺可将功率损耗降低10%，这一节能技术将有助于 EV开发人员节省电池电量并增加行驶里程。新产品在保持高稳健性的同时，体积也缩小了约10%。这款全新瑞萨器件通过在低功率损耗和高稳健性的权衡中取得最佳平衡，实现了IGBT行业的性能水平。这款IGBT最大限度地减少IGBT间的参数变化，并在IGBT并联运行时带来稳定性，从而显著改善模块的性能与安全性。这些特性为工程师提供了更大灵活性，帮助其设计出能够获得高性能的小型逆变器。          在电动汽车中，驱动车辆的电机由逆变器控制。由于逆变器将直流电转换为电动车电机所需的交流电，IGBT等开关器件对于最大限度降低电动汽车的功耗至关重要。为了帮助开发者，瑞萨推出了xEV逆变器参考解决方案。此款硬件参考设计结合了IGBT、微控制器、电源管理IC（PMIC）、栅极驱动器IC和快速恢复二极管（FRD）。瑞萨还提供xEV逆变器套件，作为参考设计的硬件实现。此外，瑞萨推出了一款电机参数校准工具，以及结合了电机控制应用模型与示例软件的xEV逆变器应用模型和软件。这些工具和支持程序旨在助力用户简化其软件开发工作。瑞萨还计划将新一代IGBT加入到这些硬件和软件开发套件中，以便在更小的空间内达成更卓越的电源效率与性能。      ,汽车零部件,汽车零部件
    9月8日丨福田汽车(600166)(600166.SH)公布，2022年9月8日，公司收到中国证券登记结算有限责任公司出具的《过户登记确认书》，确认公司回购专用证券账户的1440.9425万股公司标的股票已于2022年9月7日通过非交易过户至公司第四期员工持股计划专用证券账户，过户价格为2.04元/股，上述股份占公司目前总股本的比例为0.18%。          根据《北汽福田汽车股份有限公司员工持股计划》的相关规定，第四期员工持股计划所获标的股票的锁定期为36个月，自公司公告最后一笔标的股票过户至第四期员工持股计划名下之日起计算，即锁定期为2022年9月9日至2025年9月8日。                ,商用车,汽车整车
安凯客车(000868.SZ)股价大起大落之间，实在难以找到撑起上涨的理由。          9月13日，安凯客车涨停收盘，股价上涨10.01%，收盘价为8.46元。而近4个交易日中，公司已收获了3个涨停板。          9月9日，安凯客车在股票交易异常波动公告中表示，在全球新能源产业高速发展之际，为应对市场挑战，公司与控股股东安徽江淮汽车集团股份有限公司(简称“江淮汽车”)、弗迪电池有限公司(简称“弗迪电池”)和浙储能源集团有限公司(简称“浙储能源”)，本着平等自愿、互利共赢、共同发展和优势互补的原则，就动力电池的合作事宜，经友好协商达成共识于2022年9月6日签署了《合资框架协议》。          此前公告显示，上述四方计划共同投资设立一家合资公司，注册资本为10亿元，安凯客车拟以现金出资4.5亿元，占合资公司注册资本的45%，来建设新能源动力电池生产工厂并开展新能源动力电池生产项目。          合资公司的生产范围包括但不限于磷酸盐系阴极材料、层状过渡金属氧化物两大正极材料体系以及基于以上材料的混合体系的刀片电池。          然而，只要详细分析，这四方合作并不在一个水平线上。          安凯客车发布的前8月销量数据显示，公司整体销量达1744辆，同比下滑15.83%。          而且，2022年上半年，安凯客车实现营业收入为6.03亿元，同比下滑15.87%；亏损9443.52万元，同比下滑44.87%，上年同期亏损6518.43万元。          安凯客车2022年经营目标是，力争实现销量6000台，实现销售收入24亿元，改善经营质量、确保实现盈利。          当前来看，安凯客车前8个月仅完成销量目标的29.07%，上半年仅完成营收目标约25%，净利润又现亏损难以盈利，三大目标每一个都难以实现。          9月13日，深交所下发关注函，要求安凯客车详细说明公司2022年上半年实现归属于上市公司股东的净利润同比下滑44.87%的具体原因，并论证相关因素对公司业绩的影响是否具备持续性。          作为安凯客车的控股股东，江淮汽车(600418.SH)销量也并不理想，前8月达32.4万辆，同比下滑8.63%。          江淮汽车上半年实现营业收入177.72亿元，同比下降20.6%；净利润-7.12亿元，同比减少249.03%。          今年3月，比亚迪锂电池有限公司独立为弗迪电池，意味着比亚迪的电池将逐步从内供转向市场化。          有业内人士表示，弗迪电池或将成为此次合资企业的最大受益者，而安凯客车和江淮汽车只能用自救来形容。          上述业内人士表示，比亚迪(002594.SZ)已完全转型新能源车企，安凯在客车领域还能搏一搏，但总体来说，即便大力发展新能源，但其品牌和渠道优势并不明显，对公司业绩增长将收效甚微。      ,汽车整车,汽车整车，汽车零部件
