input,response,output
新能源带动电容市场规模高增长，产能持续从海外向中国转移：铝电解、薄膜和超级电容在电源电路中发挥整流/滤波/耦合/储能等功能，受益于新能源发电和新能源车渗透率的提升，市场规模显著增长。我们测算2025年全球新能源用铝电解/薄膜电容市场规模为65亿元/89亿元，CAGR为23%/25%；QYResearch预计2025年全球新能源用超级电容市场规模250亿元，CAGR为21%。由于生产成本和产业链配套优势，全球产能持续向中国转移。2020年艾华集团和江海股份分别位列全球铝电解电容市场第四和第五，法拉电子位列全球薄膜电容市场第二，宁波中车、奥威科技和江海股份等是国内超级电容龙头。未来中国电容器厂商全球份额仍有提升空间。　　江海股份已成长为材料和制造一体化的电容平台型企业：公司是国内铝电解电容龙头企业，市占率从2013全球第九稳步提升到2020年第五。此外，横向扩展薄膜电容和超级电容业务，纵向布局上游材料。未来铝电解电容配合下游需求持续扩产，市场份额剑指全球前三；薄膜电容已完成技术储备，进入放量销售阶段；超级电容占据风电市场主要地位，长期受益于储能市场。　　我们与市场的最大不同？市场质疑公司盈利能力弱、内生研发实力不足。我们认为公司专注工业级铝电解电容，原材料成本占比较消费级产品更高，同时由于海外销售采用代理商的形式成本也较内销更高。研发方面，公司早期主要通过中外合资的方式引入先进技术，但同样重视自主研发，近3年研发费用率均超过5%，在国内同行中位于前列。　　潜在催化剂：新增产能投入使用并保证高稼动率；车载薄膜电容通过头部电驱动厂商认证并获得定点项目；超级电容获得电网客户大额订单。,原材料价格波动；电价成本上涨；汇率波动。,全球电容市场竞争加剧，价格战风险上升；原材料价格波动可能影响盈利能力；技术研发进展不及预期，可能影响市场竞争力；产能扩张未能及时跟上市场需求，导致供货不足。
　　21年业绩符合预期，22年定调提质　　公司发布2021年年报，2021年营收74.3亿（同比+21.9%），剔除麦优并表后同比+15.4%，归母净利17.5亿（同比+15.1%），业绩符合预期（前次业绩预告21年归母净利16.0~19.1亿）；对应21Q4营收/归母净利14.0/0.9亿（同比+32.1%/+58.6%）。2022年被定位为公司的经营质量年，公司将根据2021年明确的系列重大变革方向，聚焦重大项目，在研发/生产/品牌/服务等方面沉心提“质”，实现有质量的收入增长。公司目标22年收入同比+20%，我们看好其通过大单品推广+品牌势能释放+渠道优势延续增长势能，预计22-24年EPS为1.30/1.59/1.91元，参考可比22年平均PE25x（Wind一致预期），目标价32.50元，维持“买入”。　　多品种全线出击，线上渠道表现亮眼　　分品牌，2021年汤臣主品牌收入44.5亿（同比+24.4%），21年收入增长提速，关节护理品牌健力多收入14.1亿（同比+7.5%），Life-Space国内产品收入1.8亿（同比+36.3%），LSG境外收入6.6亿（同比+16.2%）。分渠道，21年境内业务线下/线上营收分别同比+8.6%/45.9%，线上收入占境内收入比例同比+6.9pct至35.7%，线上业务收入实现快速增长，主要系麦优并表及公司战略上重视发展线上渠道，与京东/天猫等平台深度合作，提升电商运营能力。2021年公司经销渠道/线上直营收入61.0/12.8亿，同比+8.8%/+71.2%，21年末公司境内/境外经销商1070/101家，同比-55/+7家。　　产品结构调整致毛利率上行，费用投放抬升品牌势能　　2021公司整体毛利率同比+3.2pct至66.1%，其中经销/直营模式的毛利率分别+3.1/+0.9pct至65.6%/72.0%，系麦优并表影响及2020年底蛋白粉价格调整、产品结构变化所致。2021年销售费用率同比+3.5pct至33.4%，系麦优并表、销售体系改革下短期平台及品牌推广费/广告费用投放大幅增加，抬升品牌势能，预计2022年将通过精准营销、降本增效等措施使得销售费用率回归合理水平。2021年管理费用率同比-1.9pct至5.2%，费用控制成效显著，此外，2021年公司收到政府补助等非经常收益共2.1亿（2020年为3.8亿），最终录得扣非归母净利率20.7%，同比+1.9pct。,"行业竞争加剧, 新品推广低于预期, 食品安全问题。
",市场竞争加剧导致价格战风险；线上渠道依赖性增强，可能面临电商平台政策变化风险；产品结构调整带来的短期毛利波动；研发和品牌投入未达预期，影响长期增长潜力。
 2022年03月09日晚间，公司发布2021年业绩快报：2021年公司营收662亿元，同增15%左右；归母净利润233.5亿元，同增17%左右。 四季度平稳增长，2021年顺利收官根据业绩快报，公司2021Q4营收164.79亿元，同增11.1%；归母净利润60.23亿元，同增11.4%，四季度继续保持两位数增长，2021年顺利收官。　　2022年五大工作重点，品牌产品渠道向上　　2022年公司五大工作重点：　　1）坚持文化与服务并举，持续加大消费者培育力度。2022年公司计划新建10个文化体验馆并投入使用，打造意见领袖和消费圈培养的重要阵地。　　2）坚持供给与需求平衡，持续提升五粮液的市场定位。坚持巩固8代五粮液千元价格带大单品的市场核心地位，坚持发力2000家白酒市场，强化经典五粮液市场培育，强化1+2+N渠道模式，用好经典五粮液稀缺的产品资源，经销资源。　　3）坚持个性与市场结合，持续满足新时代消费需求。启动老酒系列活动，做大老酒市场。稳主销市场优势，形成低度不低价的市场认知。　　4）坚持规模与价值并重，持续推动系列酒升级发展。五粮液以“三性一度”和“三个聚焦”为导向，系统落实“做强全国性战略品牌、做大区域性重点品牌、做优总经销品牌”具体举措，集中力量打造五粮春、五粮醇、五粮特曲、尖庄四大全国新战略产品。　　5）坚持共享与共建并进，持续筑牢五粮液命运共同体。优化团队业务能力和服务能力，加快从“管理型”向“赋能型”、“服务型”团队转型。　　2022年继续稳中求进，未来四大看点　　进入2022年，公司将继续做好营销工作，坚持稳中求进的工作总基调，坚持聚焦酒业做强主业不动摇，持续推动转型创新跨越，深入推进补短板拉长版的长期工作方针，布局新一轮高质量发展。坚持以高质量提升为核心，加快构建新厂商关系，强化供应链稳定、渠道转型、市场预期，确保全面实现稳中有进的新发展。　　未来公司四大看点：第一，主品牌“1+3”产品体系不变，持续推进既定战略，高举高打推进经典五粮液发展。第二，渠道方面，持续推进团购渠道，2020年公司主动开拓团购渠道，2021年团购目标30%。第三，系列酒方面，聚焦资源打造尖庄、五粮醇、五粮春、五粮特曲四个全国性战略品牌，十四五期间力争销售额200亿元以上：尖庄目标100亿元，五粮醇和五粮春目标50亿元，五粮特曲目标20亿元。第四，当前茅台批价稳步在2500元以上，2022年五粮液批价站稳千元价格带问题不大，有望继续量价齐升，业绩确定性较高。,宏观经济下行风险、疫情拖累消费、经典五粮液增长不及预期、批价上行不及预期、团购增长不及预期等。,市场竞争加剧导致价格战风险；政策变化可能影响行业发展；品牌形象维护成本上升；供应链不稳定可能影响生产和销售。
公司预计22年1-2月营收14亿左右，同比+120%左右；归母净利4.65亿左右，同比+130%左右，收入业绩均实现翻倍以上增长，表现亮眼。21Q4淡季公司主动控货、蓄力开门红，22年春节旺季回款和发货进度较快、实现开门红，预计3月和22Q2淡季公司将控量稳价，公司运作思路清晰（控发货节奏、保持良性库存、稳定价格等）。分产品，内参强化圈层营销与核心店建设，酒鬼系列注重动销和有质量的增长；分区域，继续做强基地市场、打造高地市场，推进深度全国化，省内外市场预计均实现快速增长。维持盈利预测，预计21-23年EPS2.81/4.16/5.46元，参考可比22年PE均值36x，考虑公司21-23年净利CAGR（53%）快于可比均值（34%），享受估值溢价，给予22年50xPE，目标价208.00元，上调至“买入”。　　旺季势能强劲，全年发展可期　　公司持续推进市场拓展与结构优化，公司回款和发货进度完成较快，预计22Q1收入占全年比重较往年将有所提升，内参市场运作、全国化放量及结构升级推进较快，酒鬼系列延续较快增长。1）市场拓展：公司强化基地市场精耕细做、高地市场品牌引领，迅速有效地推进了全国优商布局，强化和优化了圈层营销、核心店建设，提升客户满意度、消费者认知度和品牌美誉度；2）结构优化：内参系列消费者培育成效初显、品牌势能抬升，省外市场加速拓展，公司将在稳价的基础延续放量，22年挑战销售口径目标30亿，高增有望延续；酒鬼系列完成产品升级迭代与渠道梳理，重点打造红坛大单品，紫坛培育向上势能，22年将重点注重动销和实现有质量的增长。　　结构优化、价盘稳健、市场拓展有望驱动中长期业绩良性健康增长　　展望2022年，公司在酒鬼酒馥郁大会暨2021年全国合作伙伴年会上提出，公司将持续推进一个理念、三个方向、四个支撑、九个策略：产品端，优结构、聚单品、准供货、提价值，持续发展，在保持内参最高大单品地位的同时，通过精准供货等方式培育酒鬼酒品牌大单品；市场端，做强基地，突破高地，深度全国化，基地市场的打造重点是做深度、规模、动销，高地市场重点做品牌、做价值、做旗帜、做引领；渠道端，强化优商布局与圈层营销。我们看好内参+酒鬼双轮驱动，公司成长动能有望持续释放。,"省内竞争加剧、行业需求不达预期、食品安全问题。
",市场需求波动风险；原材料价格上涨可能影响毛利率；竞争加剧导致市场份额压力；政策变化可能影响行业发展环境。
 公司由单晶硅业务延伸到下游硅零部件领域，实现刻蚀硅材料一体化发展。公司积极募投8寸硅片市场，深度受益行业高景气度。 首次覆盖，给予增持评级，目标价95.00元。公司实现单晶硅到硅部件一体化发展，加速8英寸硅片研发量产，业绩有望持续提升。预计其2021-2023年EPS为1.38/1.90/2.52元。考虑公司刻蚀硅电极材料细分龙头地位，给予其2022年50倍PE，目标价95.00元。　　公司为刻蚀硅材料龙头厂商，业务拓展8寸硅片新领域。公司深耕单晶硅材料市场，实现与硅零部件一体化发展，并募投8寸硅片领域。公司在IC用单晶硅材料细分领域中保持13%-15%市场份额。客户涵盖三菱化学、SK化学、CoorsTek等国际刻蚀用硅电极制造企业。　　布局超大直径硅材料，并延伸下游硅零部件业务，实现刻蚀硅材料一体化发展。单晶硅业务方面，公司生产的IC刻蚀用直径单晶硅材料纯度达10-11个9，质量达国际领先水平，可满足7nm以下先进制程要求。硅零部件业务方面，公司成功研发出8英寸、12英寸半导体刻蚀机用硅零部件，积极开展直径22英寸以上多晶质硅零部件技术攻关，并追加在锦州建设加工厂，加强从原材料到成品的技术衔接。　　瞄准8英寸轻掺低缺陷抛光片市场，国产替代持续推进。公司募投8.69亿元用于半导体级8英寸轻掺低缺陷抛光片建设，建设完成后将具备180万片8英寸产能。公司目前已完成前期设备安装调试，计划小批量规模生产。8英寸轻掺低缺陷抛光片产品技术指标和良率接近业内主流大厂水平，已进入客户认证阶段。　　,"中美科技摩擦反复；产能扩张不及预期。
",市场需求波动风险；技术研发进展不及预期；行业竞争加剧导致价格压力；政策变化影响市场准入和补贴政策。
 公司2021年受疫情影响有限，2021Q4收入高增长。公司2021年收入11.87亿元(同比+51.43%)，归母净利润4.84亿元（同比+117.79%），扣非归母净利润3.42亿元（同比+72.29%）。2021Q4实现收入、归母净利润分别为3.64、1.58亿元，分别同比增长58.21%、137.84%。公司2021年研发投入1.46亿元（同比+51.87%），研发费用率12.27%。　　公司2021年产品销量倍增，净利润率稳步提升。2021年毛利率55.25%（同比+3.45pct）、净利率40.81%（同比+12.36pct）。公司全年销售6.70万台探测器（同比+146.06%），应收票据及应收账款3.51亿元（同比+114.39%）。我们认为，公司应收账款较多，表明经营规模扩大。2021年公司产量提升显著，通过成本结构优化、管理费用控制、客户结构调整以及规模化效应等实现净利润的提升。我们预计随着海宁基地投产，公司的商业化优势将进一步扩大公司市场份额。　　公司动态产品占比迅速提升，工业和齿科营收快速增长。2021年公司静态产品营收7.49亿元（同比+24.59%），动态产品3.77亿元（同比+171.95%）。公司顺利导入新的齿科、工业大客户，齿科销售收入突破2亿元，工业销售收入突破1.5亿元，破冰高端兽用市场，动态类新产品占比迅速提升。我们预计公司工业、齿科产品销量将持续增长，成为业绩的增长点。　　公司积极探索X线影像设备新核心零部件及原材料。公司第三代定制化的碘化铯蒸镀设备将在浙江海宁基地投入使用，实现碘化铯闪烁体薄膜的自主生产。此外，2021年公司在高压发生器、射线源、CT准直器等核心部件取得一定进展，完成对海玮电子、鸿置新材料等公司的股权投资，进一步完善产品及业务布局，提高公司竞争力。 ,国际贸易摩擦及地缘政治风险；市场竞争风险；部分原材料供应风险；工业及齿科业务线增速不及预期风险。,市场需求波动风险；应收账款增加可能导致流动性压力；新产品市场接受度不确定；研发投入回报周期较长，短期内盈利能力受限。
 公司发布2021年年报，公司主营收入77.67亿元，同比上升39.69%；归母净利润5.65亿元，同比上升6.16%；扣非净利润4.32亿元，同比上升13.28%。其中2021年第四季度，公司单季度主营收入21.48亿元，同比上升9.43%；单季度归母净利润-50.95万元，同比下降100.3%；单季度扣非净利润-1854.3万元，同比下降118.65% 供应链压力、坏账减值计提等因致业绩短期承压。公司2021年收入侧略超预期，而全年利润低于预期。主要原因系：1）21年材料采购成本上升，尤其下半年出现了部分高价调货的订单，短期影响经营业绩，2021年综合毛利率为21.28%，同比-3.11pct，单四季度毛利率为17.11%，同比-5.89pct；2）新项目加大投入及组织架构调整带来三费的增加，销售费用同比上升56.93%，管理费用同比上升40.36%，研发费用增长41.70%；3）个别客户经营困难支付逾期，公司充分计提坏帐准备；4）公司于四季度开始进行股权激励费用的计提。同时，公司经营活动产生的现金流量净额同比下降134.66%，主要系对材料价格上涨和材料紧缺而增加了材料的采购。　　传统控制器持续受益新品扩张及客户突破，实现稳健成长。万物互联趋势下，智能控制器下游需求保持高景气度，各类电器智能化程度提升带动控制器行业量价齐升，公司作为控制器龙头业绩稳健增长。1）工具板块：21年实现收入29.94亿（yoy+43.36%），毛利率为22.43%（yoy-4.99pct）。公司工具业务受益于电动工具业务增量场景的打开及存量业务的技术升级，市场份额、产品品类持续突破；2）家电板块：受益于家电行业大客户的开拓及创新品类的拓展，21年实现销售收入29.59亿（yoy+37.36%），毛利率为19.55%（yoy-1.93pct）；3）工业板块：21年实现销售收入2.95亿（yoy+14.41%），该板块业绩增长较为平稳，未来的主要驱动力在于自动化装备的国产替代及工厂的智能化升级；4）智能解决方案：公司提供“创新产品+AIoT平台+定制服务”的综合制解决方案，21年实现销售收入2.21亿（yoy+60.40%）。　　新能源业务聚焦储能及绿色出行领域，构建公司成长新引擎。公司的新能源业务聚焦储能领域及绿色出行领域，以锂电池、逆变器为代表的核心产品，构筑全新增长曲线。2021年公司新能源业务实现销售收入12.41亿，同比增长38.86%，未来有望延续高增态势。公司绿色出行主要应用领域为新能源汽车及轻型动力，21年实现收入3.6亿元（yoy+41.66%），储能业务面向户用储能、便携式储能、通讯备电及工商业储能，21年实现收入8.81亿元（yoy+37.74%）。从需求侧看，公司新能源业务将充分受益行业景气度，从供给侧看，公司购买原韩华新能源现有厂快速建设产线，提升锂电池产能，打破产能瓶颈，预计未来将延续高增态势。　　回购用于核心骨干员工股权激励，彰显公司发展信心。公司拟使用自有资金以集中竞价交易方式回购公司股份用于对公司核心骨干员工实施股权激励或员工持股计划。21年公司推出限制性股票激励计划，设置2022-2024年营业收入/扣非后归母净利润考核目标。1）以营收增速为考核条件：以2020年营业收入（55.60亿元）为基数，2022-2024年营业收入增长率分别不低于70%、120%、180%；或者2）以扣非净利润为考核条件：2020年扣非净利润（3.83亿元）为基数，2022-2024年扣非净利润增长率分别不低于100%、150%、220%的业绩考核目标，充分显示出公司对自身长期成长的信心。,控制器原材料价格波动；大客户业务份额拓展低于预期；汇率波动对公司汇兑损益的影响。,原材料价格波动风险；供应链压力导致成本上升；客户逾期付款风险增加；新项目投入及组织调整带来的费用上升风险；股权激励费用计提对短期利润的影响。
 2022年3月27日公司发布2021年年度报告：公司2021年营收20.62亿元（YOY40.11%）；全年归母净利润2.43亿元（YOY91.44%），略高于业绩预告中值；非经常损益0.08亿元，其中政府补助0.11亿元；扣非净利润2.35亿元（YOY101.30%），略高于业绩预告中值。Q4单季度营收4.88亿元（YOY-13.05%），归母净利润0.17亿元（YOY-65.15%）。 全年业绩高增，Q4期间费用率高影响净利率。2021年传统安防、消费类市场火爆，全年业绩高增。单Q4营收端4.88亿元（同比减少13.05%，环比减少15.72%），主系下游去库存;Q4毛利率25.4%（同比增3.51pct），仍保持较高水平;归母净利率3.5%（同比下降5.23pct，环比下降11.66pct），主系销售、研发、管理费用率大幅上升，其中Q4推出股权激励摊销近千万元。　　布局车载前装镜头，打开公司远期成长空间。现阶段在汽车电子赛道的产品以后装镜头为主，已在客户实现出货，并完成行业和部分车企验证。21年8月起公司加大在ADAS领域的投入，公司成立全资子公司进一步确立公司进军车载市场决心。公司料将一方面加大与原有客户的合作，共同服务车企，提供完善的车载产品；另一方面，公司积极接洽车企，逐步开展独立认证工作。公司前装车载镜头产品有望于2022年面世。　　AIOT时代智能家居引爆130亿美元摄像头市场，运营商成重要推手。市场空间广阔：StrategyAnalytics预测智能家居设备将由2017年的6.63亿台以19.4%的增速增长到2023年的19亿台。AIOT时代摄像头广泛应用于智能摄像头、智慧门铃、扫地机器人、智慧冰箱、智慧空调、智慧电视，智能家居等。现阶段IOT市场火爆，定焦镜头作为AIOT不可缺少的数据采集端，20年起定焦镜头市场进入爆发性增长期，该趋势料将在未来三年维持。公司作为定焦镜头市场龙头，精耕细作，有望分享行业红利。 ,"疫情影响, 下游需求不及预期, 变焦等新品拓展不及预期, 汽车业务进展不达预期。",市场需求波动风险；下游去库存影响短期业绩；研发及管理费用上升导致净利率下降；新产品推出不及预期影响市场竞争力。
　　业绩回顾　　2021业绩低于我们预期　　公司公布2021业绩：收入117.77亿元，同比增加57.41%；归母净利润11.63亿元，同比增加10.01%，对应每股盈利1.43元，低于我们预期，收入增加主要系天然气销量创新高且生活垃圾焚烧发电业务产能利用率提升，但由于限价政策下天然气业务盈利能力下降，致公司利润增速不及预期。　　固废与燃气业务驱动收入高增，水务业务稳健发展。1）2021年垃圾焚烧量/餐厨垃圾处理量/工业危废处理量同比提升49%/38%/121%至901/25/9万吨，带动固废业务收入同比增长63%至65.67亿元；2）2021年天然气销量同比提升57%至10亿立方米，带动能源业务收入同比增长79%至33.58亿元。3）2021年供水/排水业务收入同比增长8%/36%至9.84/5.59亿元。　　能源业务盈利承压，毛利率下降。公司毛利率同比下降6.6ppt至23.0%，主要系限价政策下天然气业务出现采购、销售价格倒挂；经营现金流充沛，由于新会计准则将与形成其他非流动资产相关的投资活动产生的现金支出调整至经营活动产生的现金支出，公司经营性现金流净额同比下降55.09%至8.78亿元，剔除影响后同比增长2.24%至约20亿元。　　发展趋势　　大固废纵横一体化战略稳步推进，驱动业绩长期增长。公司致力于打造全面对标无废城市的“瀚蓝模式2.0”，深化固废纵横一体化格局，形成前端分类、中端转运、后端处理的纵向一体化体系，并横向开拓餐厨垃圾处理、农业垃圾处理等协同业务。其中，垃圾焚烧项目稳步拓展，本年度新增处理规模共8300吨/日，截至年末在手订单合计规模34150吨/日。我们看好公司通过持续的模式打造扩大品牌影响力，提升固废业务规模和盈利能力。　　碳交易增厚项目盈利，推动焚烧板块价值重估。2021年我国碳市场正式开启，垃圾焚烧发电项目碳减排效应显著，公司可通过参与碳交易获取增量收益。本年度公司已完成96万吨VCU和7.2万吨CCER碳减排交易，我们认为碳交易有望推动垃圾焚烧板块价值重估，公司作为行业龙头有望受益。,"补贴政策导致盈利能力下滑风险, 燃气价差承压, 项目进展不及预期。",天然气业务盈利能力受限于限价政策；固废业务市场竞争加剧导致毛利率下降；碳交易政策变化带来的不确定性风险；经营性现金流受新会计准则影响波动较大。
　　事件：公司公告2021年报，2021年收入/归母净利/扣非归母净利分别为1094.64/524.60/525.81亿元，同比+11.71%/+12.34%/+11.84%；21Q4收入/归母净利/扣非归母净利分别为324.11/151.94/152.24亿元，同比+14.05%/+18.06%/+16.09%。拟每10股派发现金红利216.75元（含税），分红率52%。综合分析，我们认为2021Q4是重要的经营向好拐点。　　2021年各项经营指标优秀，Q4茅台酒增速超预期。2021年茅台酒、系列酒分别贡献收入934.65亿元、125.95亿元，同比+10.18%/+26.06%。茅台酒增长贡献系：1）全年茅台酒销量3.63万吨，同比+5.7%；2）2021年3月生肖、精品提价及直营占比提升带动价增贡献4.3%。系列酒增速主要系价增贡献24%；全年销量3.02万吨，同比小幅增长1.5%。21Q4茅台酒收入284.73亿元，同比+15.34%，提速增长主要系年底放量、渠道结构持续优化；系列酒收入30.55亿元，同比+2.14%。　　直营比例加速提升，渠道结构持续完善。2021年直销收入240.29亿元，同比+81.49%，占比22.66%，同比+8.69pct；21Q4直销收入93.44亿元，同比+94.38%，占比29.64%，同比+12.27pct，直营占比加速提升。一来可以强化对渠道的管控，增量倾斜股份公司销售，公司治理更为完善；二来可以提升吨酒价，进而贡献业绩增量。此外，2021年公司向集团营销公司、茅台机场等关联方销售商品总金额约52.4亿元，测算投放飞天量约2500吨，同比降低3%，规范约束关联交易，治理结构持续改善。 ,宏观经济下行或带来系统性风险；酒类或有政策调整；酒价波动。,市场需求波动风险；原材料价格上涨导致成本压力；行业竞争加剧影响毛利率；政策监管变化带来的不确定性。
" 公司发布2021年年报：公司实现营业收入11,090,801,692.82元，同比增长169.26%；实现归属于上市公司股东的净利润2,208,337,176.26元，同比增长314.42%；其中实现归属于上市公司扣除非经常性损益净利润为2,169,059,410.65元，同比增长310.55%。 公司业绩符合预期，拆分看：　　锂电池电解液：2021年营收97.33亿元，同比增长265.92%。公司持续推进高能量密度配方的配套原材料研发和生产，新型电解质和添加剂继续放量，同时对客户服务水平提出了更高的要求。新型电解质及添加剂方面，公司目前自产自用多种电解质及添加剂，无论是生产规模还是工艺水平均处于行业领先水平。随着2021年子公司浙江天硕VC项目、九江天赐15万吨锂电材料项目相继完工，电解液原材料六氟磷酸锂、VC等材料的供应能力继续上一个台阶，为公司维持行业龙头地位提供了坚实的物质基础。　　日化材料及特种化学品：2021年营收11.02亿元，同比减少9%。公司产品在传统洗护、洗衣液市场的竞争力较高，并已成功供应国内外的领先客户。　　一体化发展战略逐步落地。公司2021年12月公告，公司将新建15.2万吨锂电新材料项目、新增2,000吨/年LiPO2F2产能、年产6.2万吨电解质基础材料项目、新增2,000吨/年TMSP产能，此次扩张是公司布局产业链一体化发展战略的重要组成部分。　　布局电池回收，完善一体化闭环。公司3月7日晚间公告，与南京领行、招银金融租赁签订了《战略合作协议》，约定与领行科技开展退役电动汽车和电池回收/以旧换新合作；领行科技与招银金融租赁依据相关法律法规，合作开展融资租赁业务；公司与招银金融租赁就车辆、动力电池回收业务开展业务合作，包括但不限于融资租赁、资产买卖等。此次战略合作的落地，意味着公司锂电材料回收闭环形成，持续强化公司产业竞争力。","全球新能源汽车销量不及预期, 电解液价格下滑等。",锂电池原材料价格波动风险；日化材料业务下滑可能影响整体盈利能力；新项目建设进度不及预期；政策变化对电池回收业务的影响不确定。
 华泰证券发布2021年报：报告期内分别实现营业收入及归母净利润379.05和133.46亿元，同比分别+20.55%和+23.32%；加权平均ROE同比+1.23pct至9.84%；剔除客户资金后经营杠杆提升至4.34倍，较年初-1.2%。　　收费类业务快速增长叠加减值规模收窄，推动公司业绩释放。收入端，2021年公司分别实现收费类和资金类业务收入166.73和176.52亿元，同比+22.5%和+4.0%，主要系一二级市场持续活跃，推动经纪、两融、资管、投行快速增长；支出端，管理费用率同比+0.87pct至51.3%，信用减值损失同比减少7.58亿元至5.48亿元，主要系融出资金减值损失同比减少9.10亿元，增厚公司业绩。　　财富管理转型卓有成效，债券承销表现亮眼。收费类业务方面，经纪、投行和资管净收入分别为78.79亿元、43.44亿元和37.72亿元，同比分别+22.0%、+19.2%和+26.6%。经纪业务收入增长主要系市场成交活跃下公司股基成交额同比+23.7%，市占率为7.7%，排名行业第一，2021年“涨乐财富通”移动终端新开户达260万户，客户账户总资产规模同比+14%至5.40万亿元；公司财富管理转型快速推进，代销净收入同比+57.5%至7.84亿，2021年末股票及混合公募、非货基金保有规模分别为850和932亿元，均排名行业第二，基金投顾业务签约客户达72.21万户，户均规模约为2.7万元；投行收入提升主要系IPO和债券承销规模增加，IPO/增发/债承规模分别同比+52.3%/+0.3%/+40.4%，其中债券承销进步最明显，行业排名升至第3；资管业务增长主要受益于华泰资管结构优化，以及参股华泰柏瑞和南方基金的良好表现，2021年华泰柏瑞和南方基金管理规模分别同比+39.3%、+31.9%至2583亿元、15802亿元。　　金融资产头寸持续扩张，预计衍生品是重要扩表方向。资金类业务方面，利息净收入和投资业务收入分别为37.51和139.01亿元，同比分别+44.0%和-3.2%。利息净收入大幅增长主要系两融利息收入同比+47.6%至90.79亿元，2021年末公司两融余额为1377亿元，市场份额为7.5%，其中融券余额市场份额达20.6%；此外股权质押利息收入同比+33.1%至3.30亿元，2021年末公司表内股权质押规模仅为59.9亿元；金融资产规模较年初+19.3%至4132亿元，主要系交易性金融资产中股票资产较年初+97.1%至1163亿元，规模增量达到573亿元，此外衍生金融资产较年初+109.0%至152.5亿元，截止2021年末公司收益互换和场外期权存续规模同比分别+200%、+237%至1526亿元、1222亿元。,资本市场大幅波动风险、市场交易规模下滑风险、股票质押和债券投资出现信用风险。,市场波动风险加大；监管政策变化可能影响业务发展；信用风险上升导致减值损失增加；竞争加剧可能压缩利润空间。
　　3月29日，芯原股份发布2021年年报，公司2021年实现营收21.39亿元，同比增长42.04%；归母净利0.13亿元，实现扭亏为盈。对应单四季度，公司实现营收6.18亿元，同比增长38.86%，环比下降4.58%；归母净利0.35亿元，同比下降41.48%，环比增长47.34%。　　半导体IP授权业务稳步成长，芯片定制业务规模效应凸显。公司依托自主半导体IP，为客户提供一站式芯片定制服务和半导体IP授权服务。2021年，受益于下游需求的增长以及行业高景气度，公司各业务线均稳步成长，特别是芯片定制业务规模效应凸显，营收实现高速增长。具体来看，（1）2021年公司半导体IP授权服务业务实现营收7.06亿元，yoy+20.81%；其中知识产权授权使用费收入6.10亿元，yoy+21.00%，特许权使用费收入0.96亿元，yoy+19.63%。（2）2021年一站式芯片定制业务实现营收14.33亿元，yoy+55.51%；其中芯片设计业务收入5.48亿元，yoy+104.48%，量产业务营收8.85亿元，yoy+35.40%。　　收入结构不断优化，待量产项目充足。2021年，公司收入结构不断优化，在消费电子和物联网领域营收占比合计为56.32%，同比下降9.58ppts，而公司在数据处理、计算机及周边、汽车电子三类下游行业收入增速较快，营收占比快速提升。同时，2021年公司来自系统厂商、大型互联网公司和云服务提供商等客户的营收占比为36.21%，同比提升3.55ppts。此外，为公司实现收入的量产出货芯片数量达112款，均来自公司自身设计服务项目，量产业务订单出货比一直保持较高水平，另有45个芯片设计项目待量产，形成营收后可为公司成长注入强劲动能。　　持续加大研发投入，先进工艺节点营收占比持续提升。公司坚持技术创新，长期保持高水平研发投入，2021年公司研发投入6.90亿元，占营收比例32.26%。其中，公司基于芯原自主IP的第二代数据中心视频转码平台已完成开发，该平台将视频转码能力增强到8K，并新增了AI处理能力；高端应用处理器平台顺利流片，工程演示样机设计和开发已完成，并将在今年推进Chiplet方案的迭代研发工作；TWS蓝牙连接平台已进入内测阶段；公司新开发显示处理器IP，支持高动态范围的视频和图像处理；公司图像信号处理器IP获得汽车功能安全标准ISO26262认证，加速电动汽车和智能汽车领域的战略布局。在先进半导体工艺节点方面，2021年公司14nm及以下工艺节点收入占比超70%，7nm及以下工艺节点收入占比约50%，高阶制程项目营收占比持续提升，推动公司营收快速增长。　　,下游需求不及预期；上游产能供给受限；市场竞争加剧。,市场需求波动风险；技术迭代速度快导致研发投入压力加大；行业竞争加剧可能影响毛利率；客户集中度高带来的收入波动风险。
