input,response,output
    1月28日讯，天风证券1月27日将侨银股份评级调整为买入，评级维持不变，2020年EPS预测由0.79元调整为0.85元。      ,天风证券，侨银股份,侨银股份，天风证券
    【英联股份：实控人之一翁伟炜质押及解除质押435万股】1月28日讯，英联股份公告，公司于近日接到公司实际控制人之一翁伟炜的通知，获悉翁伟炜的部分股份办理了质押业务以及部分股份办理了解除质押的手续，此次质押及解除质押435万股，占其所持股份比例15.79%。      ,英联股份,英联股份
"    1月28日讯，中国平安出现1笔大宗交易。成交价格为87元,成交金额为3999.39万元。买方为中银国际证券股份有限公司上海欧阳路证券营业部，卖方为中银国际证券股份有限公司杭州庆春路证券营业部。溢价率为7.51%      ",中国平安，中银国际,中国平安，中银国际证券股份有限公司
    1月29日讯，晨曦航空发布2020预增公告，预计今年净利润为5400.00万元~6300.00万元，去年同期净利润为4859.88万元，净利润变动11.11%至29.63%      ,晨曦航空,晨曦航空
    1月29日讯，慈星股份发布2020减亏公告，预计今年净利润为-47500.00万元~-42500.00万元，去年同期净利润为-87430.33万元，扣非后净利润-47500万元至-42500万元      ,慈星股份,慈星股份
    1月30日讯，上海物贸发布2020预增公告，预计今年净利润为11420.00万元~12050.00万元，去年同期净利润为6142.14万元，净利润变动85.93%至96.19%      ,上海物贸,上海物贸
    1月30日讯，新力金融发布2020预亏公告，预计今年净利润为-900.00万元~-600.00万元，去年同期净利润为3228.07万元，净利润-900万元至-600万元      ,新力金融,新力金融
    1月30日讯，中利集团发布2020预降公告，去年同期净利润为5462.49万元，营业收入772870万元至1045648万元      ,中利集团,中利集团
2月1日讯，有投资者问，尊敬的董秘。请问公司的发展方向是哪？公司拥有完整的医疗卫生许可，有无向美妆，计生情趣等方向发展，一个被深套的小散建言。          融捷健康在互动平台表示，公司的发展方向请您查阅公司发布在巨潮资讯网等指定公开媒体上的年度报告的相关内容。公司一直致力于研发设计符合国家政策、满足市场需求的产品和服务，没有向美妆、计生情趣等产品方向发展的计划。      ,融捷健康,融捷健康
2月1日讯，有投资者问，贵公司是否有布局宠物医疗的计划？          佩蒂股份在互动平台表示，公司已参股部分宠物医院，目前没有独立运营宠物医院的计划。      ,佩蒂股份,佩蒂股份
    2月1日讯，兴业矿业今日涨停，三机构合计买入3295万元，深股通买入1454万元并卖出591万元。      ,兴业矿业,兴业矿业
    2月1日讯，剑桥科技披露2021年股票期权激励计划草案，本激励计划拟授予激励对象的股票期权数量为1697万份，占公司股本总额的6.73%。其中，首次授予股票期权1517万份，约占公司股本总额的6.01%，占本激励计划拟授予股票期权总数的89.39%。本激励计划涉及的激励对象共计560人。本激励计划首次授予股票期权的行权价格为12.91元/份。      ,剑桥科技,剑桥科技
2月2日讯，有投资者问，贵公司的旅游打包批发业务主要在哪些国家？          众信旅游在互动平台表示，公司的旅游批发业务遍布全球各地，在欧洲、大洋洲、非洲、美洲等长线出境游及东南亚等短线周边游上具有较强的竞争优势。      ,众信旅游,众信旅游
2月3日讯，有投资者问，公司的轮毂电机小批量生产都被谁买去了？市场上目前没有上市的轮毂电机的整车，整车厂买来做车试实验用应该用不了这么多。方便披露一下目前轮毂电机的销售客户吗？          亚太股份在互动平台表示，目前轮毂电机小批量生产的客户都有签订保密协议，公司不方便透露。      ,亚太股份,亚太股份
    【南京高科：成功发行3亿元超短期融资券】2月3日讯，南京高科公告，根据自身资金计划安排和银行间市场情况，公司于2021年2月1日在全国银行间市场发行了2021年度第二期超短期融资券，募集资金已于2021年2月3日全额到账，简称“21南京高科SCP002”；代码“012100506”；期限180天；实际发行总额3亿元；发行利率3.67%。      ,南京高科,南京高科
    【星光农机：定增申请获中国证监会受理】2月4日讯，星光农机公告，公司于2021年2月4日收到中国证监会出具的《中国证监会行政许可申请受理单》。中国证监会依法对公司提交的非公开发行股票行政许可申请材料进行了审查，认为该申请材料齐全，决定对该行政许可申请予以受理。      ,星光农机,星光农机
    财经网产经讯  药明康德(SH:603259)公告显示，参股公司Immunocore Limited(“Immunocore”)于2021年2月5日(美国时间)在美国纳斯达克证券交易所挂牌上市，股份代号：IMCR。          根据Immunocore最近一个交易日(2021年2月5日，美国时间)的收盘股价43.20美元每股，对药明康德公允价值变动收益的影响金额为人民币3119.46万元。          据悉，Immunocore 本次全球发售完成后(假设超额配售权未获行使)，药明康德通过全资子企业WuXi Fund I持有Immunocore的股份占其总股本约0.98%。 ,药明康德，Immunocore Limited，WuXi Fund I,药明康德，Immunocore，WuXi Fund I
2月8日讯，有投资者问东百集团(600693)，贵公司2020年报是否按照新的准则计算公布？          东百集团在互动平台表示，公司自2020年1月1日起开始执行新收入准则。      ,东百集团,东百集团
    图为乌干达卡鲁玛水电站航拍全景。中国电力建设集团有限公司供图在乌干达穆奇森瀑布国家公园附近，一座300多米宽的拦河大坝横亘在白尼罗河上，滔滔河水穿过隧洞倾泻而下。中乌两国工程师在监控室观察着实时数据，为安全供电进行各项调试。          这是由中国电力建设集团有限公司（中国电建）承建的卡鲁玛水电站项目现场。作为乌干达“十大基础设施工程”之一，卡鲁玛水电站竣工后将成为该国最大的水电站。乌总统穆塞韦尼多次视察项目，表示“相信卡鲁玛水电站投产后，将大大提升乌干达发电能力，为经济发展‘充电’，并加快乌方工业化步伐，进而吸引更多外国投资者”。          “必须用更可持续的方式发展和生活”电力不足是制约乌干达经济发展的一大瓶颈。因供电能力无法满足用电需求，许多家庭还吃着“柴火饭”，森林资源受到严重威胁。          “大量树木被砍伐，不时发生洪水和山体滑坡。我们必须用更可持续的方式发展和生活。”乌干达能源和矿产开发部部长玛丽·基图图表示，近年来，乌政府更加重视可再生能源的开发与利用，卡鲁玛水电站的建设运营将为乌干达能源结构带来巨大变化——替代同等规模的火电机组，每年节约原煤约131万吨，电价将降低17.5％，给更多人的生活带来便利。          目前，水电站部分已完工98.5%，输变电部分完工进度达95%，项目已进入调试收尾阶段。          看着壮观的卡鲁玛水电站堤坝，卡鲁玛村村长塞韦里诺·奥皮奥回忆起项目从无到有的过程：“这里曾是一个偏远村庄，如今宾馆、商场、写字楼拔地而起。未来，水电站还会带动生态旅游，我们的日子越来越好。”“造福当地、着眼长远的利民之举”处于平原地带的卡鲁玛水电站落差不大，主体工程和发电机组、大型变压器等设备主要“藏”在地面以下80米深的洞室群里。这里也“藏”着中国工程师们的“巧思”：通过开挖竖井，引水入地下，人工提高落差实现发电，再用两条长达8.6公里的尾水隧洞将水引回河道。          “采取地下隧洞的设计，施工难度很大，但是从环境保护的角度讲，这一切都非常值得。”中国电建驻乌干达首席代表蒋晓东介绍说，地下隧洞可以避免发电厂房占地过多及水库蓄水后淹没区域过大等问题。目前，地面上的大坝采用低坝形式，水电站储水后最大限度减少了对坝区动植物的影响。          俯瞰卡鲁玛水电站，大坝两侧植被茂盛、绿意盎然。“从前期设计到建造过程，项目团队一直把环境保护放在心上。”参与水电站建设的乌干达土木工程师肯尼思·基因吉讲了很多细节：水流经过发电机后再经地下尾水隧洞重新流入河中，能更好保障下游水量；设计专门鱼道以保证鱼类生长繁殖，降低大坝对洄游性鱼类的阻隔影响；大坝右侧布置生态流量孔，下泄流量每秒100立方米，为该段河道水生物提供生存适应流量……基因吉说：“这是造福当地、着眼长远的利民之举。”穆奇森瀑布国家公园是野生动物保护区，有70多种野生动物在此生活。项目在建设过程中，专门给河马留出活动范围，给过路的狒狒让路。          随着项目渐入尾声，工程建设中搭建起的大型混凝土设备消失了，取而代之的是自建组合式小型拌和站；施工进程中开挖的裸露泥土正被一点点复耕，恢复到建设前的生态面貌。          “为奋战在共建一带一路一线而自豪”安德鲁·姆维西杰是卡鲁玛水电站的质量控制工程师。“我非常享受这份工作。在这里，我能学到先进的隧道建设技术，也感佩于中国工程师的创新能力——他们总能巧妙化解各种难题。”几年来，姆维西杰积极参加项目组织的中文课，“这能帮助我更好掌握技术，更多了解中国文化，学习中国企业的精神。”卡鲁玛水电站为当地创造了大量就业岗位。项目在高峰期签约当地雇员近6000人，并培养了一大批专业开挖人员、混凝土施工人员、设备操作手和水电行业管理人员。奥皮奥说：“即便项目结束了，技能也总会派上用场。只要拥有一技之长，人生就可能因此改变。”中国企业积极践行社会责任，为当地居民免费打井修路、开展义诊、捐建小学等。节日期间，中乌两国员工也丝毫没有放松疫情防控要求：严格执行四级网格化区域“包干负责制”，实行分散办公，办公区每天不少于6次消杀，生活营地每天定时测量体温、消毒公共设施，确保医务室和隔离房正常运行等。          蒋晓东说：“能亲身参与卡鲁玛水电站及其输变电工程项目，很有成就感。我们一起在这里欢度中国春节，为奋战在共建‘一带一路’一线而自豪。”,中国电建,中国电力建设集团有限公司，中国电建，卡鲁玛水电站，乌干达，穆奇森瀑布国家公园
天马科技消息，日前，公司控股孙公司福建华龙生物科技集团有限公司以2.71亿元成交价，成功收购龙岩中粮华港饲料等6家公司股权。此次收购股权，符合完善公司产业链生态圈的战略发展方向，有利于增强公司的核心竞争力，进一步做大做强畜牧板块业务，丰富产品品类。,天马科技，华龙生物，龙岩中粮华港饲料,天马科技，福建华龙生物科技集团有限公司，龙岩中粮华港饲料
"原油价格大涨影响到多数化工品价格，BDO(注：1,4-丁二醇)也不例外。据卓创资讯监控数据，截至上周五(2月19日)BDO吨价较2月初涨44.34%，涨幅在有价格统计的200多种化工品中排前五名，吨价也持续突破最近五年的高点。卓创资讯化工分析师孙翻告诉记者，BDO本轮涨价跟供需关系扭转有关，预计能在3、4月之前保持涨势。                    孙翻介绍，BDO上游原料有电石、甲醇等，但原料端对BDO影响不大，BDO下游应用广泛，是PTMEG、PBT、PBAT等化工品的直接原料，其中PTMEG是氨纶的原料，PBT用于纺丝、汽车塑料部件、光纤外层保护壳等领域，PBAT是可降解塑料的直接原料。          BDO本轮涨价起于去年7月，目前下游多领域需求旺盛，受限于前几年行业低迷的情况，现阶段产能利用率60%左右，不过，鉴于BDO行情转好，3、4月闲置产线可能逐渐启动，此外，从历史行情来看，大涨之后会有回调，因此3、4月后BDO价格走势仍有不确定性。          值得注意的是，A股市场中，仅中国石化(600028.SH)、陕西黑猫(601015.SH)涉及BDO业务，中国石化旗下子公司中国石化长城能源化工(宁夏)有限公司产能为20万吨/年，陕西黑猫产能为6万吨/年，新疆天业(600075.SH)控股股东新疆天业(集团)有限公司产能为21万吨/年。根据陕西黑猫2020年中报，公司BDO收入1亿元，占比2.96%。          陕西黑猫证券部表示，公司BDO产量、收入都很小，在整个BDO行业和公司自身营收中影响不大，现在BDO产能利用率30%-50%，今年公司的生产计划也没有提到将BDO满产，近期BDO势头很好，公司BDO生产工艺没问题，至于是否提高BDO产量需要视市场情况而定，但没有扩产计划。新疆天业证券部透露，上市公司自身没有BDO业务，暂无控股股东将BDO产能置入上市公司的消息。2月20日上午，记者致电中国石化办公电话未能接通。          孙翻介绍，从市场反馈来看，前几年行业低迷时，BDO生产毛利率仅10%，近期BDO价格持续上涨，已将BDO生产毛利率提升至50%。                    BDO下游同样火热。卓创资讯数据显示，春节后PBT、PTMEG、氨纶价格几乎呈一字涨势。氨纶是新乡化纤(000949.SZ)主营产品之一。新乡化纤内部人士透露，近期氨纶涨价既有成本带动，主要还是下游需求好，公司氨纶板块全负荷生产，春节都没休息，“现在订货，最快一个半月以后才能拿货。”          新一轮“限塑令”的出台后，可降解塑料的推广也在加剧BDO的需求。孙翻表示，生产1吨PBAT需要消耗0.5-06吨的BDO，随着今年可降解塑料推广落地加速，今年BDO又缺乏新增产能，BDO供应或整体偏紧。      ",卓创资讯，中国石化，陕西黑猫，新乡化纤，新疆天业,中国石化，陕西黑猫，新疆天业，新乡化纤，PTMEG，PBT，PBAT，氨纶
    蓝帆医疗在互动平台表示，心血管领域方面：小血管适应症的药物球囊(DCB-SV)和再狭窄适应症的药物球囊(DCB-ISR)在中国的取证工作正在积极推进中。选择该方向，是因为我们相信“有介入无植入”的药物球囊代表冠脉治疗的未来发展方向，而药物球囊在支架再狭窄、小血管和血管分叉处等场景具备独特的优势。我们的DCB均搭载柏盛专利药物BA9，BA9相比紫杉醇具备亲脂性更高和毒性更低的两大优势，预计在上市后能够成为一大卖点。另有CTO球囊、介入主动脉瓣置换、介入二尖瓣修复/置换、介入三尖瓣修复/置换等冠脉和结构性心脏病的器械在紧锣密鼓的研发中。      ,蓝帆医疗,蓝帆医疗，柏盛
2月22日上海银行间同业拆放利率(Shibor)：       隔夜Shibor报1.5120%，上涨5.50点；1周期Shibor报2.2060%，上涨24.20点；       两周期Shibor报2.3240%，上涨5.20点；一个月Shibor报2.7400%，下跌0.20点       ,上海银行,无公司名称
    康缘药业在互动平台表示，公司始终秉承“精品国药，康缘创造”的良好愿景，以创新为驱动，推动中医药现代化发展，并积极布局化学药等领域。公司后续如有新药上市，会及时进行信息披露。目前公司拥有药品生产批件203个，共有国家医保品种107个，国家基药品种43个。2019年度公司在西部地区的销售占比为10.60%。      ,康缘药业,康缘药业
前一路狂跌的邦讯技术，在春节假期后给股民上演了一出“年前痛哭年后爽嗨”的剧情。          公司股票价格自牛年开市以来连续上涨，截至2月24日累计涨幅为100.74%，这也引起了深交所的关注。          深交所表示，邦讯技术近期股价表现与创业板综指偏离度较大，要求邦讯技术结合公司持续经营能力、被证监会立案调查进展、股价走势等就股价异常波动进行充分的风险提示。          并说明未来3个月是否存在减持计划，是否存在操纵市场、违规买卖公司股票的情形，并报备交易明细和自查报告。          逆势大涨要说起牛年妖股，邦讯技术一定能排得上号。          自2月18日开市以来，邦讯技术就一反春节前一路下跌的颓势，逆势上涨。仅五个交易日，股价累计涨幅就高达100.74%，并且斩获了连续3个“20cm”涨停。面对此情此景，不少股民直呼其“秒杀基金一哥”，是“创业板最靓的仔”。公司近期也频频登上龙虎榜。公司最新龙虎榜显示，多家颇具实力的营业部现身，包括国盛证券有限责任公司宁波桑田路证券营业部、中泰证券股份有限公司上海花园石桥路证券营业部等。面临退市风险虽然邦讯技术的股价已经飞上了天，但是公司的基本面却十分堪忧。翻开公司公告，映入眼帘的就是“立案调查”，“退市风险”，“银行账户被冻结”等字眼。          资料显示，邦讯技术主营业务为通讯业务和互联网游戏业务，是国内无线网络优化系统提供商和设备供应商。          此前，公司发布2020年度业绩预告，预计2020年亏损1.8亿元-2.34亿元。公司称，亏损的原因是应收账款回款减少，账龄滑落致坏账准备计提增加；增加计提长期股权投资减值准备；杨志英及其他诉讼款项预计总负债约4592万元。          值得注意的是，邦讯技术在2017-2018年曾连续两年亏损，2019年短暂盈利后，再次陷入亏损的境地。          但邦讯技术的困境不只是业绩亏损这一方面，公司还面临实控人被调查、公司银行账户被冻结的种种问题。          2020年6月15日，证监会发布公告，因涉嫌信息披露违法违规，决定对邦讯技术及实际控制人张庆文、戴芙蓉立案调查。2021年2月19日，邦讯技术公告称，公司尚未收到证监会就上述立案调查事项的结论性意见或决定。          邦讯技术表示，根据《深圳证券交易所创业板股票上市规则》等相关规定，如公司因此受到证监会行政处罚，并被认定构成重大信息披露违法行为，公司将触及《深圳证券交易所创业板股票上市规则》相关规定的重大信息披露违法情形，公司股票存在被强制退市的风险。          同时，邦讯技术称，目前公司流动资金紧张，资金短缺对公司的日常经营和业务产生了较大影响。由于缺乏资金进行游戏推广，子公司北京点翼科技有限公司手游业务处于停滞状态。          另外，截至1月29日，邦讯技术及子公司共计77个银行账户，其中50个银行账号被冻结，冻结账户余额合计730.94万元，占公司截至2020年9月30日合并口径货币资金2050.23万元的35.65%。  ,邦讯技术，国盛证券，中泰证券，点翼科技,邦讯技术，国盛证券，中泰证券，张庆文，戴芙蓉，北京点翼科技有限公司
    2021年，重庆钢铁聚焦生产经营发展，围绕超千万吨钢铁企业建设目标，持续深化内部改革、优化生产组织模式、强化成本费用管控、合理调整产销模式，深挖经营管理内部潜力。1月份，全面完成产量任务，取得了生产经营“开门红”，各项指标稳中有进、持续向好，部分指标创历史最好水平，呈现出蓬勃发展的新局面。          炼铁厂：高炉铁水产量一月份实现 65.6万吨，燃料比突破499.8千克/吨·铁；干焦比突破334.5千克/吨·铁；煤比突破165千克/吨·铁。各项指标均创造新的历史纪录。          炼钢厂：一月份，在1号转炉年修13天的情况下，炼钢厂实现生产合格量74.81万吨，交库合格量77. 13万吨，两项产量指标均刷新历史纪录。          轧钢厂：一月份1780mm轧机产线轧制量42.32万吨、入库量41.73万吨，创历史纪录。          2月份，重庆钢铁或将再创佳绩。2月2日上午，重庆钢铁3号高炉复产点火成功，标志着重庆钢铁高炉系统升级改造项目全面完成。3号高炉是重庆钢铁“三大一小”中的“三大”之一，于2020年12月6日停炉实施升级改造，改造历时58天。升级改造完成后，高炉将具备日产铁水7000吨以上的生产能力。          2020年3月30日，重庆钢铁1号高炉率先进行升级改造，5月18日顺利投产；5月28日，4号高炉开始实施升级改造，9月27日投产成功；2号高炉于9月29日停炉实施升级改造，11月30日顺利投产。          据悉，以上3座高炉完成升级改造后，均在短时间内实现达产增效。随着3号高炉成功复产，重庆钢铁开启了重庆钢铁“三大一小”4座高炉同时满负荷生产，向超千万吨级规模钢铁企业迈进的崭新篇章。          另据此前消息，2020年，重庆钢铁年产钢突破700万吨，提前完成2020年度生产目标，并创建厂以来最高产量纪录。                ,重庆钢铁,重庆钢铁
 受隔夜美股大跌影响，26日早盘亚洲股市遭遇全线大跌，上证指数一度跌超2%。截至上午收盘，上证指数报3519.09点，跌1.84%；深证成指报14534.60点，跌1.98%；创业板指报2910.56点，跌2.24%。          有机构指出，春节过后，A股持续调整，风险释放已较为充分，短期存在情绪修复需要。安信证券首席策略分析师陈果表示，当前A股不具备“牛转熊”条件，后市大概率重现箱体震荡格局。          核心资产继续大跌春节过后，A股中的核心资产陷入持续回调之中。今日上午，部分核心资产继续下跌，比如通策医疗下跌9.38%，春节后的首个交易日（2月18日）以来，该股累计跌幅超30%。          贵州茅台上午下跌2.27%。2月18日以来，该股跌幅近20%。          比亚迪下跌4.99%。2月18日以来，该股跌幅超25%。          东方财富下跌4.01%。2月18日以来，该股跌幅超20%。          以上截图来自Wind经历大幅调整之后的核心资产，能否抄底？有市场人士指出，短期内核心资产的回调幅度普遍在10%至20%，估值压力也有所释放，但估值修复还没有实质性完成。对核心资产的估值修复，一方面需要依靠核心资产自身的成长性来不断压缩企业的估值水平，承受一定的时间成本；另一方面需要股价持续下行来快速释放估值压力，引导估值理性回归。          不过，国信证券表示，不存在什么“核心资产”，涨起来的就是“核心资产”，涨不起来的就不是。机构重仓股票一直在变，连续5年进入基金重仓前100股票的个股数量只有10只，连续7年出现的只有4只，连续10年出现的只有3只。          通信板块上演涨停潮今日上午，在申万一级行业中，通信板块逆市上涨，华星创业、中通国脉、东信和平等多股涨停。          今日上午涨幅居前的通信股来源：Wind2月23日，GSMA举办的2021世界移动大会（MWC）在上海开幕，移动行业新产品、新技术、新服务在展会上进行全球首发，其中屏下摄像头、5G消息、5G毫米波及隔空充电等同5G、AI相关内容成为本次MWC的关注焦点。中国移动、中国联通、中国电信等公司也公布5G消息进展，预计2021年5G消息将实现全面商用，从而成为5G时代首个现象级应用，带动5G从可用到好用的变革。          开源证券表示，随着我国5G覆盖广度逐步提升，5G全面商用进程逐步提速，带动流量持续增长，通信行业有望迎来反转行情，维持对通信行业“看好”评级。          A股不具备“转熊”条件对于近期市场的调整，陈果表示，原因主要来自两方面：首先，美债收益率上升较快，给白马股带来一定压力；其次，微观流动性上，公募基金(发行)2月以来的边际变化也在一定程度上推动白马股集体回调。          不过，陈果认为，目前市场不具备“由牛转熊”的条件。“即使美债收益率有所上升，但仍处于历史低位，A股后市大概率会重现震荡格局。”国盛证券分析称，大盘经历连续下跌后风险释放明显，后市有情绪修复需求。从大级别看，沪指仍在突破3450点之后的箱体上行趋势之中，但短线仍有进一步回踩测试3450点一线支撑预期。操作上，3450点-3650点空间箱体或为近期市场震荡的主要区间，后市若有效企稳，可继续关注经济复苏主线上的顺周期行业。  ,贵州茅台，通策医疗，比亚迪，东方财富，华星创业，中通国脉，东信和平，中国移动，中国联通，中国电信,安信证券，通策医疗，贵州茅台，比亚迪，东方财富，华星创业，中通国脉，东信和平，中国移动，中国联通，中国电信，开源证券，国信证券，国盛证券
良品铺子（603719. SH）限售股解禁后，此前鼎力支持的机构究竟抛售还是持有？这不，答案很快就来了。          高瓴火速发布减持计划关键还看今日资本2月24日，良品铺子5名股东持有的约1.83亿股限售股上市流通，占公司总股本比例为45.56%。          解禁仅两日即2月26日，良品铺子发布公告称，高瓴资本旗下合计持股11.67%的三大股东，拟减持不超过2406万股公司股份，占总股本的6%。          高瓴资本旗下珠海高瓴天达股权投资管理中心、HH LPPZ Holdings Limited、宁波高瓴智远投资合伙企业为一致行动人，按11.67%持股比例计算，高瓴资本为良品铺子第三大股东。          此次减持不超过6%，也就是说，高瓴资本将良品铺子半数清仓。          值得注意的是，此次解禁中持股1.21亿股的达永有限公司，持股占总股本比例为30.30%，为良品铺子第二大股东。          达永有限公司的实控方则为今日资本。          早在11年前即2010年，良品铺子成立之初，今日资本徐新便以5100万元获得良品铺子的29%股权。          也就是说今日资本伴随良品铺子成长、搭建红筹赴港，后又陪伴良品铺子拆除红筹，并将高瓴资本引入良品铺子。          更需要提及的是，2017年高瓴入局时，今日资本以3.16亿元受让给高瓴资本少量股权，彼时对于良品铺子的投资便已全部回本。          也正是高瓴资本的准时入局，被市场解读为突击入股或增强背书。2018年6月，良品铺子便向证监会递交了IPO申请材料，此时高瓴入局仅半年有余。          也就是说，高瓴临阵入局，此时逢高减持套现似乎已是必然。投资4年不到，30亿元左右的收益已十分可观。          关键是，今日资本。          以2月26日65.05元/股的收盘价格计算，今日资本1.21亿股合计市值为78.71亿元。          那，今日资本究竟是去是留？三只松鼠股价狂跌58%前车之鉴惨烈 大幅减持恐难逃那就来看看良品铺子的竞品上市公司三只松鼠（300783. SZ）。          三只松鼠上市虽早，但晚于良品铺子于2012年成立。此后IDG、今日资本分别于2012年、2013年投资进入三只松鼠。          也就是说，今日资本也算是伴随三只松鼠成长，个中过程与良品铺子可谓十分相似。          然而，在三只松鼠2020年7月13日首发原股东限售股份解禁期满之际，IDG和今日资本便急于减持套现。          2020年7月8日，IDG旗下公司及一致行动人便公告6个月内减持三只松鼠不超过3609万股，不超过总股本的9%。        可惜的是，自解禁之日起，三只松鼠股价便跌跌不休。数据显示，限售解禁后20日，三只松鼠股价下跌17.56%。          并且随着2020年三只松鼠的业绩变脸且持续走低，其股价也越来越低。          截至2月26日，三只松鼠股价为38.18元/股，较2020年5月18日盘中最高价91.34元/股，已跌去58%。          看看这股价走势，IDG、今日资本仍在持续减持。那么，一定程度上，良品铺子恐怕也是“在劫难逃”。          业绩走势也相似高营销低收益 净利如何拯救？自2020年2月上市以来，良品铺子的股价虽然较2020年7月15日盘中高点的87.24元/股下降明显，降幅为25.44%，但股价表现相对比较平稳。          但市值方面，截至2月26日，良品铺子市值为260.9亿元，明显高于三只松鼠的153.10亿元。          业绩方面，虽然良品铺子营收规模不及三只松鼠，但归属净利润持平。          2020年前三个季度，良品铺子实现营业收入55.30亿，同比增长1.29%；归属净利润为2.64亿元，同比下滑16.15%。          虽然受疫情影响，阻碍良品铺子线下发展，营业收入增速较小情有可原，但净利润降幅16.15%并高于以线上为主的三只松鼠，才是问题所在。          并且，对比2020年良品铺子的历份财报看，归属净利润分别同比下滑19.43%、17.56%、16.15%，即便在第三季度疫情平息且完全复工复产后，净利润跌幅仍未出现明显收窄。          原因是什么，是良品铺子仍没有放弃砸钱做营销的高成本模式。查询招股书发现，2016年-2018年及2019年上半年，良品铺子销售费用分别为分别为9.52亿元、10.55亿元、12.40亿元、7.05亿元，分别占同期营收的22.20%、19.45%、19.44%、20.11%。          进入2020年，良品铺子三个季度的销售费用占同期营收比例则高达20.25%、20.81%、21.98%。          虽然不能否认，2020年零食行业普遍净利业绩下滑甚至亏损局面。但从行业到公司基本面，能否支撑超70倍的市盈率，需要认真考虑。          投资者自然不会希望，良品铺子自解禁之日便步入三只松鼠的困局，虽有线上线下路径之分，但在资本之路的成长路径仍然相似。,良品铺子，高瓴资本，三只松鼠，今日资本,良品铺子，高瓴资本，今日资本，三只松鼠，IDG
    2月28日讯，紫天科技公告，公司2020年度实现总营收14.22亿元，同比增长65.06%；实现归母净利润3.12亿元，同比增长83.71%。为了顺应市场环境变化，公司积极发展互联网板块业务，休闲游戏和互联网广告业务给公司净利润的提升起到带动作用。      ,紫天科技,紫天科技
2月28日晚间，深圳国际发布公告称，该公司间接持有的全资附属公司深国际控股及深圳市鲲鹏作为受让方，就深国际(深圳)及鲲鹏资本分别可能收购苏宁易购集团股份有限公司的8%及15%已发行股份订立一份股份转让框架协议。      苏宁易购同时发布公告表示，称公司引入深国际、鲲鹏资本战略投资。      公告显示，如本次股份转让实施完毕，原控股股东、实际控制人张近东持股比例15.72%，苏宁控股集团持股比例0.66%，苏宁电器集团持股5.45%，淘宝（中国）软件有限公司持股比例为19.99%，鲲鹏资本持股比例为15%，深国际持股比例为8%。淘宝中国为最大单一股东。            合并同一控制方后，张近东系直接间接持有苏宁易购21.83%股份；淘宝中国持股19.99%；深圳国资委持有23%，为最大股东。      此外，本次股份转让完成后，该公司不存在持股50%以上股东，不存在实际支配上市公司股份表决权超过30%的股东， 苏宁易购将处于无控股股东、无实际控制人状态。      根据框架协议内容，深国际及鲲鹏资本计划，分别拟按每股人民币6.92元(框架协议日期前60个交易日目标公司股票交易均价的90%)，收购目标公司的7.45亿股及13.97亿股股份，占目标公司于本公告日期总股本的8%及15%。交易分别作价51.54亿元及96.63亿元，合计149.17亿元。      公告显示，深圳国际由深圳国资委持股43%，是一家以物流、收费公路为主业的企业，以深圳及粤港澳大湾区、长三角和环渤海地区为主要战略区域，通过投资并购、重组与整合，重点介入城市综合物流港及高速公路等物流基础设施的投资、建设与经营。      据了解，鲲鹏资本是一家以股权投资管理为主业的战略性基金管理平台，致力于通过母子基金联动整合优质资源，推动深圳市产业布局优化和协同发展；深圳市人民政府国有资产监督管理委员会直接和间接持有鲲鹏资本100%权益。      2月25日，苏宁易购表示，公司收到实控人、控股股东张近东以及股东苏宁电器集团通知，拟筹划本公司股份转让，预计转让比例20%-25%，股权受让方属于基础设施等行业。      公告显示，根据拟转让股份比例，预计可能涉及公司控制权变化。若该交易完成，将有助于公司股权结构的进一步优化以及长期战略的稳步推进。前述事项的具体交易方案尚在筹划中，尚需取得有权部门的批准，存在不确定性。      值得注意的是，今天下午，原江苏苏宁足球俱乐部（现江苏足球俱乐部）发布公告：即日起，江苏足球俱乐部停止所属各球队的运营，同时在更大范围内期待社会有识之士和企业与我们洽谈后续发展事宜。      此前，苏宁集团董事长张近东在苏宁集团2021年新春团拜会上表示，“聚焦零售发展，不在零售主赛道的，就要该关的关，该砍的砍。”      2月26日晚间，苏宁易购发布2020年度业绩快报显示，其营业收入 2584.59亿元，同比下降4.00%；归属于上市公司股东的净利润亏损39.13亿元，上年同期盈利98.43亿元，同比下降139.75%。,深圳国际，就深国际，苏宁易购，淘宝，鲲鹏资本,深圳国际，深国际控股，鲲鹏资本，苏宁易购，苏宁控股集团，苏宁电器集团，淘宝（中国）软件有限公司，江苏苏宁足球俱乐部，江苏足球俱乐部，苏宁集团
    3月1日讯，近日，广和通联合北京奥维视讯科技有限公司发布面向沉浸式交互场景的5G+8K混合现实全息通讯解决方案，该方案采用奥维视讯AURORA-X 8300W 5G融合通讯终端，内置广和通5G模组FM150，为终端用户提供“零时延、零距离、临场感”的超高清沉浸式交互体验。      ,广和通，奥维视讯,广和通，北京奥维视讯科技有限公司，奥维视讯，AURORA-X 8300W，FM150
